"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ","'Firm choice' ",35
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Main scheme Clearing' ",505
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'Direct Clearing' ",110
2012 ,"'Group L Social Studies' ","'19' ","'Women' ","'RPA' ",120
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'Firm choice' ",690
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'Insurance choice' ",35
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'Other main scheme choice' ",40
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'Extra' ",15
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'Main scheme Clearing' ",105
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'Direct Clearing' ",55
2012 ,"'Group L Social Studies' ","'20' ","'Men' ","'RPA' ",75
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'Firm choice' ",1020
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'Insurance choice' ",45
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'Other main scheme choice' ",65
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'Extra' ",55
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'Main scheme Clearing' ",170
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'Direct Clearing' ",60
2012 ,"'Group L Social Studies' ","'20' ","'Women' ","'RPA' ",125
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Firm choice' ",1705
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Insurance choice' ",65
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",165
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Extra' ",60
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",210
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'Direct Clearing' ",185
2012 ,"'Group L Social Studies' ","'21 and over' ","'Men' ","'RPA' ",335
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Firm choice' ",5375
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Insurance choice' ",95
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",515
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Extra' ",245
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",755
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'Direct Clearing' ",410
2012 ,"'Group L Social Studies' ","'21 and over' ","'Women' ","'RPA' ",760
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'Firm choice' ",80
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'Insurance choice' ",20
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'Other main scheme choice' ",5
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'Extra' ",5
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",10
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'Direct Clearing' ",5
2012 ,"'Group M Law' ","'17 and under' ","'Men' ","'RPA' ",5
2012 ,"'Group M Law' ","'17 and under' ","'Women' ","'Firm choice' ",220
2012 ,"'Group M Law' ","'17 and under' ","'Women' ","'Insurance choice' ",25
2012 ,"'Group M Law' ","'17 and under' ","'Women' ","'Other main scheme choice' ",25
2012 ,"'Group M Law' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",30
2012 ,"'Group M Law' ","'17 and under' ","'Women' ","'Direct Clearing' ",10
2012 ,"'Group M Law' ","'17 and under' ","'Women' ","'RPA' ",5
2012 ,"'Group M Law' ","'18' ","'Men' ","'Firm choice' ",2805
2012 ,"'Group M Law' ","'18' ","'Men' ","'Insurance choice' ",420
2012 ,"'Group M Law' ","'18' ","'Men' ","'Other main scheme choice' ",30
2012 ,"'Group M Law' ","'18' ","'Men' ","'Extra' ",30
2012 ,"'Group M Law' ","'18' ","'Men' ","'Adjustment' ",25
2012 ,"'Group M Law' ","'18' ","'Men' ","'Main scheme Clearing' ",470
2012 ,"'Group M Law' ","'18' ","'Men' ","'Direct Clearing' ",25
2012 ,"'Group M Law' ","'18' ","'Men' ","'RPA' ",40
2012 ,"'Group M Law' ","'18' ","'Women' ","'Firm choice' ",5690
2012 ,"'Group M Law' ","'18' ","'Women' ","'Insurance choice' ",890
2012 ,"'Group M Law' ","'18' ","'Women' ","'Other main scheme choice' ",40
2012 ,"'Group M Law' ","'18' ","'Women' ","'Extra' ",90
2012 ,"'Group M Law' ","'18' ","'Women' ","'Adjustment' ",65
2012 ,"'Group M Law' ","'18' ","'Women' ","'Main scheme Clearing' ",1020
2012 ,"'Group M Law' ","'18' ","'Women' ","'Direct Clearing' ",40
2012 ,"'Group M Law' ","'18' ","'Women' ","'RPA' ",45
2012 ,"'Group M Law' ","'19' ","'Men' ","'Firm choice' ",950
2012 ,"'Group M Law' ","'19' ","'Men' ","'Insurance choice' ",105
2012 ,"'Group M Law' ","'19' ","'Men' ","'Other main scheme choice' ",35
2012 ,"'Group M Law' ","'19' ","'Men' ","'Extra' ",15
2012 ,"'Group M Law' ","'19' ","'Men' ","'Adjustment' ",5
2012 ,"'Group M Law' ","'19' ","'Men' ","'Main scheme Clearing' ",235
2012 ,"'Group M Law' ","'19' ","'Men' ","'Direct Clearing' ",40
2012 ,"'Group M Law' ","'19' ","'Men' ","'RPA' ",45
2012 ,"'Group M Law' ","'19' ","'Women' ","'Firm choice' ",1720
2012 ,"'Group M Law' ","'19' ","'Women' ","'Insurance choice' ",190
2012 ,"'Group M Law' ","'19' ","'Women' ","'Other main scheme choice' ",55
2012 ,"'Group M Law' ","'19' ","'Women' ","'Extra' ",55
2012 ,"'Group M Law' ","'19' ","'Women' ","'Adjustment' ",20
2012 ,"'Group M Law' ","'19' ","'Women' ","'Main scheme Clearing' ",380
2012 ,"'Group M Law' ","'19' ","'Women' ","'Direct Clearing' ",55
2012 ,"'Group M Law' ","'19' ","'Women' ","'RPA' ",45
2012 ,"'Group M Law' ","'20' ","'Men' ","'Firm choice' ",465
2012 ,"'Group M Law' ","'20' ","'Men' ","'Insurance choice' ",35
2012 ,"'Group M Law' ","'20' ","'Men' ","'Other main scheme choice' ",25
2012 ,"'Group M Law' ","'20' ","'Men' ","'Extra' ",15
2012 ,"'Group M Law' ","'20' ","'Men' ","'Main scheme Clearing' ",65
2012 ,"'Group M Law' ","'20' ","'Men' ","'Direct Clearing' ",40
2012 ,"'Group M Law' ","'20' ","'Men' ","'RPA' ",45
2012 ,"'Group M Law' ","'20' ","'Women' ","'Firm choice' ",625
2012 ,"'Group M Law' ","'20' ","'Women' ","'Insurance choice' ",60
2012 ,"'Group M Law' ","'20' ","'Women' ","'Other main scheme choice' ",45
2012 ,"'Group M Law' ","'20' ","'Women' ","'Extra' ",25
2012 ,"'Group M Law' ","'20' ","'Women' ","'Adjustment' ",5
2012 ,"'Group M Law' ","'20' ","'Women' ","'Main scheme Clearing' ",110
2012 ,"'Group M Law' ","'20' ","'Women' ","'Direct Clearing' ",55
2012 ,"'Group M Law' ","'20' ","'Women' ","'RPA' ",50
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'Firm choice' ",1170
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'Insurance choice' ",50
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'Other main scheme choice' ",195
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'Extra' ",35
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",115
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'Direct Clearing' ",195
2012 ,"'Group M Law' ","'21 and over' ","'Men' ","'RPA' ",190
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'Firm choice' ",1440
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'Insurance choice' ",70
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'Other main scheme choice' ",205
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'Extra' ",30
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",180
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'Direct Clearing' ",205
2012 ,"'Group M Law' ","'21 and over' ","'Women' ","'RPA' ",225
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Firm choice' ",190
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Insurance choice' ",45
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Other main scheme choice' ",20
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Extra' ",5
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",45
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'Direct Clearing' ",5
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ","'RPA' ",35
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Firm choice' ",285
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Insurance choice' ",55
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Other main scheme choice' ",25
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Extra' ",5
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",35
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'Direct Clearing' ",5
2012 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ","'RPA' ",35
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Firm choice' ",8525
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Insurance choice' ",1525
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Other main scheme choice' ",100
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Extra' ",120
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Adjustment' ",60
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Main scheme Clearing' ",1675
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'Direct Clearing' ",140
2012 ,"'Group N Business and Admin studies' ","'18' ","'Men' ","'RPA' ",170
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Firm choice' ",9470
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Insurance choice' ",1245
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Other main scheme choice' ",100
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Extra' ",175
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Adjustment' ",60
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Main scheme Clearing' ",1455
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'Direct Clearing' ",115
2012 ,"'Group N Business and Admin studies' ","'18' ","'Women' ","'RPA' ",175
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Firm choice' ",4575
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Insurance choice' ",610
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Other main scheme choice' ",160
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Extra' ",95
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Adjustment' ",25
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Main scheme Clearing' ",940
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'Direct Clearing' ",225
2012 ,"'Group N Business and Admin studies' ","'19' ","'Men' ","'RPA' ",340
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Firm choice' ",4055
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Insurance choice' ",425
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Other main scheme choice' ",175
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Extra' ",105
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Adjustment' ",15
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Main scheme Clearing' ",720
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'Direct Clearing' ",180
2012 ,"'Group N Business and Admin studies' ","'19' ","'Women' ","'RPA' ",280
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Firm choice' ",2065
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Insurance choice' ",180
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Other main scheme choice' ",160
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Extra' ",45
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Main scheme Clearing' ",330
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'Direct Clearing' ",240
2012 ,"'Group N Business and Admin studies' ","'20' ","'Men' ","'RPA' ",420
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Firm choice' ",2010
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Insurance choice' ",155
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Other main scheme choice' ",145
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Extra' ",45
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Adjustment' ",5
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Main scheme Clearing' ",290
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'Direct Clearing' ",145
2012 ,"'Group N Business and Admin studies' ","'20' ","'Women' ","'RPA' ",375
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Firm choice' ",3015
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Insurance choice' ",140
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",480
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Extra' ",80
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",460
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'Direct Clearing' ",625
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ","'RPA' ",1365
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Firm choice' ",3120
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Insurance choice' ",130
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",455
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Extra' ",90
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Adjustment' ",5
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",500
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'Direct Clearing' ",485
2012 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ","'RPA' ",1215
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ","'Firm choice' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Firm choice' ",40
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Insurance choice' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Firm choice' ",1800
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Insurance choice' ",160
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Other main scheme choice' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Extra' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Adjustment' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Main scheme Clearing' ",205
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'Direct Clearing' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ","'RPA' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Firm choice' ",2580
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Insurance choice' ",235
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Other main scheme choice' ",25
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Extra' ",35
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Adjustment' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Main scheme Clearing' ",320
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'Direct Clearing' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ","'RPA' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Firm choice' ",810
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Insurance choice' ",45
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Other main scheme choice' ",25
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Extra' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Main scheme Clearing' ",120
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'Direct Clearing' ",30
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ","'RPA' ",30
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Firm choice' ",895
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Insurance choice' ",65
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Other main scheme choice' ",35
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Extra' ",25
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Adjustment' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Main scheme Clearing' ",125
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'Direct Clearing' ",45
2012 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ","'RPA' ",40
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Firm choice' ",375
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Insurance choice' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Other main scheme choice' ",25
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Extra' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Main scheme Clearing' ",45
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'Direct Clearing' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ","'RPA' ",35
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Firm choice' ",365
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Insurance choice' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Other main scheme choice' ",25
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Extra' ",10
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Main scheme Clearing' ",40
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'Direct Clearing' ",30
2012 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ","'RPA' ",30
