"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ","'Firm choice' ",295
2014 ,"'L1 - Economics' ","'No disability declared' ","'Other main scheme choice' ",55
2014 ,"'L1 - Economics' ","'No disability declared' ","'Extra' ",35
2014 ,"'L1 - Economics' ","'No disability declared' ","'Adjustment' ",40
2014 ,"'L1 - Economics' ","'No disability declared' ","'Main scheme Clearing' ",830
2014 ,"'L1 - Economics' ","'No disability declared' ","'Direct Clearing' ",120
2014 ,"'L1 - Economics' ","'No disability declared' ","'RPA' ",100
2014 ,"'L2 - Politics' ","'Disability declared' ","'Firm choice' ",305
2014 ,"'L2 - Politics' ","'Disability declared' ","'Insurance choice' ",30
2014 ,"'L2 - Politics' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'L2 - Politics' ","'Disability declared' ","'Extra' ",5
2014 ,"'L2 - Politics' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'L2 - Politics' ","'Disability declared' ","'Main scheme Clearing' ",45
2014 ,"'L2 - Politics' ","'Disability declared' ","'Direct Clearing' ",20
2014 ,"'L2 - Politics' ","'Disability declared' ","'RPA' ",10
2014 ,"'L2 - Politics' ","'No disability declared' ","'Firm choice' ",2810
2014 ,"'L2 - Politics' ","'No disability declared' ","'Insurance choice' ",475
2014 ,"'L2 - Politics' ","'No disability declared' ","'Other main scheme choice' ",55
2014 ,"'L2 - Politics' ","'No disability declared' ","'Extra' ",35
2014 ,"'L2 - Politics' ","'No disability declared' ","'Adjustment' ",30
2014 ,"'L2 - Politics' ","'No disability declared' ","'Main scheme Clearing' ",615
2014 ,"'L2 - Politics' ","'No disability declared' ","'Direct Clearing' ",120
2014 ,"'L2 - Politics' ","'No disability declared' ","'RPA' ",75
2014 ,"'L3 - Sociology' ","'Disability declared' ","'Firm choice' ",315
2014 ,"'L3 - Sociology' ","'Disability declared' ","'Insurance choice' ",40
2014 ,"'L3 - Sociology' ","'Disability declared' ","'Other main scheme choice' ",10
2014 ,"'L3 - Sociology' ","'Disability declared' ","'Extra' ",10
2014 ,"'L3 - Sociology' ","'Disability declared' ","'Main scheme Clearing' ",40
2014 ,"'L3 - Sociology' ","'Disability declared' ","'Direct Clearing' ",15
2014 ,"'L3 - Sociology' ","'Disability declared' ","'RPA' ",15
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Firm choice' ",3380
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Insurance choice' ",500
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Other main scheme choice' ",95
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Extra' ",105
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Adjustment' ",20
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Main scheme Clearing' ",535
2014 ,"'L3 - Sociology' ","'No disability declared' ","'Direct Clearing' ",125
2014 ,"'L3 - Sociology' ","'No disability declared' ","'RPA' ",100
2014 ,"'L4 - Social Policy' ","'Disability declared' ","'Firm choice' ",90
2014 ,"'L4 - Social Policy' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'L4 - Social Policy' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'L4 - Social Policy' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'L4 - Social Policy' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'L4 - Social Policy' ","'Disability declared' ","'RPA' ",10
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'Firm choice' ",825
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'Insurance choice' ",40
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'Other main scheme choice' ",35
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'Extra' ",25
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'Main scheme Clearing' ",140
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'Direct Clearing' ",45
2014 ,"'L4 - Social Policy' ","'No disability declared' ","'RPA' ",105
2014 ,"'L5 - Social Work' ","'Disability declared' ","'Firm choice' ",840
2014 ,"'L5 - Social Work' ","'Disability declared' ","'Insurance choice' ",20
2014 ,"'L5 - Social Work' ","'Disability declared' ","'Other main scheme choice' ",65
2014 ,"'L5 - Social Work' ","'Disability declared' ","'Extra' ",45
2014 ,"'L5 - Social Work' ","'Disability declared' ","'Main scheme Clearing' ",120
2014 ,"'L5 - Social Work' ","'Disability declared' ","'Direct Clearing' ",55
2014 ,"'L5 - Social Work' ","'Disability declared' ","'RPA' ",80
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Firm choice' ",7935
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Insurance choice' ",220
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Other main scheme choice' ",625
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Extra' ",430
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Main scheme Clearing' ",1310
2014 ,"'L5 - Social Work' ","'No disability declared' ","'Direct Clearing' ",405
2014 ,"'L5 - Social Work' ","'No disability declared' ","'RPA' ",960
2014 ,"'L6 - Anthropology' ","'Disability declared' ","'Firm choice' ",100
2014 ,"'L6 - Anthropology' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'L6 - Anthropology' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'L6 - Anthropology' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'L6 - Anthropology' ","'Disability declared' ","'RPA' ",5
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Firm choice' ",960
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Insurance choice' ",75
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Other main scheme choice' ",30
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Extra' ",15
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Adjustment' ",10
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Main scheme Clearing' ",100
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'Direct Clearing' ",25
2014 ,"'L6 - Anthropology' ","'No disability declared' ","'RPA' ",20
2014 ,"'L7 - Human and Social Geography' ","'Disability declared' ","'Firm choice' ",175
2014 ,"'L7 - Human and Social Geography' ","'Disability declared' ","'Insurance choice' ",25
2014 ,"'L7 - Human and Social Geography' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Firm choice' ",2155
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Insurance choice' ",325
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Other main scheme choice' ",15
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Extra' ",5
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Adjustment' ",15
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Main scheme Clearing' ",245
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'Direct Clearing' ",20
2014 ,"'L7 - Human and Social Geography' ","'No disability declared' ","'RPA' ",10
2014 ,"'L8 - Development studies' ","'No disability declared' ","'Firm choice' ",10
2014 ,"'L8 - Development studies' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'L8 - Development studies' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'L8 - Development studies' ","'No disability declared' ","'RPA' ",10
2014 ,"'L9 - Others in Social Studies' ","'Disability declared' ","'Firm choice' ",35
2014 ,"'L9 - Others in Social Studies' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'L9 - Others in Social Studies' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'L9 - Others in Social Studies' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'L9 - Others in Social Studies' ","'Disability declared' ","'RPA' ",5
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'Firm choice' ",350
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'Insurance choice' ",30
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'Other main scheme choice' ",15
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'Extra' ",15
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'Main scheme Clearing' ",75
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'Direct Clearing' ",20
2014 ,"'L9 - Others in Social Studies' ","'No disability declared' ","'RPA' ",30
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'Firm choice' ",160
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'Insurance choice' ",25
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'Extra' ",10
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'Main scheme Clearing' ",25
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'LL - Combinations within Social Studies' ","'Disability declared' ","'RPA' ",10
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Firm choice' ",1515
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Insurance choice' ",195
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Other main scheme choice' ",55
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Extra' ",50
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Adjustment' ",10
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Main scheme Clearing' ",310
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'Direct Clearing' ",75
2014 ,"'LL - Combinations within Social Studies' ","'No disability declared' ","'RPA' ",65
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Firm choice' ",575
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Insurance choice' ",80
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Other main scheme choice' ",35
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Extra' ",15
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Main scheme Clearing' ",90
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'Direct Clearing' ",40
2014 ,"'M1 - Law by Area' ","'Disability declared' ","'RPA' ",40
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Firm choice' ",9035
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Insurance choice' ",1455
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Other main scheme choice' ",245
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Extra' ",155
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Adjustment' ",80
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Main scheme Clearing' ",1790
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'Direct Clearing' ",510
2014 ,"'M1 - Law by Area' ","'No disability declared' ","'RPA' ",505
2014 ,"'M2 - Law by Topic' ","'Disability declared' ","'Firm choice' ",55
2014 ,"'M2 - Law by Topic' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'M2 - Law by Topic' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'M2 - Law by Topic' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Firm choice' ",750
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Insurance choice' ",105
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Other main scheme choice' ",25
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Extra' ",15
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Main scheme Clearing' ",115
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'Direct Clearing' ",50
2014 ,"'M2 - Law by Topic' ","'No disability declared' ","'RPA' ",35
2014 ,"'M9 - Others in Law' ","'Disability declared' ","'Firm choice' ",115
2014 ,"'M9 - Others in Law' ","'Disability declared' ","'Insurance choice' ",15
2014 ,"'M9 - Others in Law' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'M9 - Others in Law' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'M9 - Others in Law' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'M9 - Others in Law' ","'Disability declared' ","'RPA' ",10
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Firm choice' ",1640
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Insurance choice' ",155
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Other main scheme choice' ",40
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Extra' ",35
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Adjustment' ",5
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Main scheme Clearing' ",260
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'Direct Clearing' ",50
2014 ,"'M9 - Others in Law' ","'No disability declared' ","'RPA' ",70
2014 ,"'MM - Combinations within Law' ","'Disability declared' ","'Firm choice' ",10
2014 ,"'MM - Combinations within Law' ","'Disability declared' ","'Main scheme Clearing' ",5
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'Firm choice' ",290
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'Insurance choice' ",40
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'Other main scheme choice' ",5
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'Extra' ",10
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'Main scheme Clearing' ",65
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'Direct Clearing' ",5
2014 ,"'MM - Combinations within Law' ","'No disability declared' ","'RPA' ",5
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Firm choice' ",395
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Insurance choice' ",45
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Other main scheme choice' ",15
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Extra' ",5
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Main scheme Clearing' ",85
2014 ,"'N1 - Business studies' ","'Disability declared' ","'Direct Clearing' ",45
2014 ,"'N1 - Business studies' ","'Disability declared' ","'RPA' ",30
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Firm choice' ",6120
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Insurance choice' ",895
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Other main scheme choice' ",335
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Extra' ",100
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Adjustment' ",30
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Main scheme Clearing' ",1305
2014 ,"'N1 - Business studies' ","'No disability declared' ","'Direct Clearing' ",855
2014 ,"'N1 - Business studies' ","'No disability declared' ","'RPA' ",695
2014 ,"'N2 - Management studies' ","'Disability declared' ","'Firm choice' ",370
2014 ,"'N2 - Management studies' ","'Disability declared' ","'Insurance choice' ",45
2014 ,"'N2 - Management studies' ","'Disability declared' ","'Other main scheme choice' ",20
2014 ,"'N2 - Management studies' ","'Disability declared' ","'Extra' ",5
2014 ,"'N2 - Management studies' ","'Disability declared' ","'Main scheme Clearing' ",45
2014 ,"'N2 - Management studies' ","'Disability declared' ","'Direct Clearing' ",25
2014 ,"'N2 - Management studies' ","'Disability declared' ","'RPA' ",30
2014 ,"'N2 - Management studies' ","'No disability declared' ","'Firm choice' ",5550
2014 ,"'N2 - Management studies' ","'No disability declared' ","'Insurance choice' ",590
2014 ,"'N2 - Management studies' ","'No disability declared' ","'Other main scheme choice' ",200
2014 ,"'N2 - Management studies' ","'No disability declared' ","'Extra' ",100
