"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_016_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Firm choice' ",6580
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Direct Clearing' ",45
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'RPA' ",30
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Firm choice' ",155
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Insurance choice' ",20
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Firm choice' ",185
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Insurance choice' ",20
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Extra' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Adjustment' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Main scheme Clearing' ",25
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'RPA' ",15
2012 ,"'C8 - Psychology' ","'UK' ","'Firm choice' ",10460
2012 ,"'C8 - Psychology' ","'UK' ","'Insurance choice' ",1325
2012 ,"'C8 - Psychology' ","'UK' ","'Other main scheme choice' ",190
2012 ,"'C8 - Psychology' ","'UK' ","'Extra' ",290
2012 ,"'C8 - Psychology' ","'UK' ","'Adjustment' ",70
2012 ,"'C8 - Psychology' ","'UK' ","'Main scheme Clearing' ",1570
2012 ,"'C8 - Psychology' ","'UK' ","'Direct Clearing' ",295
2012 ,"'C8 - Psychology' ","'UK' ","'RPA' ",295
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Firm choice' ",640
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Insurance choice' ",80
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Other main scheme choice' ",35
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Extra' ",15
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Adjustment' ",5
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Main scheme Clearing' ",45
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Direct Clearing' ",25
2012 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'RPA' ",10
2012 ,"'C8 - Psychology' ","'Not EU' ","'Firm choice' ",545
2012 ,"'C8 - Psychology' ","'Not EU' ","'Insurance choice' ",70
2012 ,"'C8 - Psychology' ","'Not EU' ","'Other main scheme choice' ",65
2012 ,"'C8 - Psychology' ","'Not EU' ","'Extra' ",10
2012 ,"'C8 - Psychology' ","'Not EU' ","'Main scheme Clearing' ",75
2012 ,"'C8 - Psychology' ","'Not EU' ","'Direct Clearing' ",20
2012 ,"'C8 - Psychology' ","'Not EU' ","'RPA' ",35
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Firm choice' ",490
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Insurance choice' ",90
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Other main scheme choice' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Extra' ",25
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Adjustment' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Main scheme Clearing' ",145
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Direct Clearing' ",20
2012 ,"'C9 - Others in Biological Sciences' ","'UK' ","'RPA' ",15
2012 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",55
2012 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Firm choice' ",50
2012 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Main scheme Clearing' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'RPA' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Firm choice' ",335
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Insurance choice' ",50
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Other main scheme choice' ",15
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Extra' ",10
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Main scheme Clearing' ",55
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Direct Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'RPA' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",35
2012 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'Not EU' ","'Firm choice' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Firm choice' ",760
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Insurance choice' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Main scheme Clearing' ",70
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'EU (excluding UK)' ","'Firm choice' ",15
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'Firm choice' ",85
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'RPA' ",70
2012 ,"'D3 - Animal Science' ","'UK' ","'Firm choice' ",1555
2012 ,"'D3 - Animal Science' ","'UK' ","'Insurance choice' ",80
2012 ,"'D3 - Animal Science' ","'UK' ","'Other main scheme choice' ",50
2012 ,"'D3 - Animal Science' ","'UK' ","'Extra' ",30
2012 ,"'D3 - Animal Science' ","'UK' ","'Main scheme Clearing' ",130
2012 ,"'D3 - Animal Science' ","'UK' ","'Direct Clearing' ",75
2012 ,"'D3 - Animal Science' ","'UK' ","'RPA' ",40
2012 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Firm choice' ",25
2012 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2012 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'D3 - Animal Science' ","'Not EU' ","'Firm choice' ",35
2012 ,"'D3 - Animal Science' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'D3 - Animal Science' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'D4 - Agriculture' ","'UK' ","'Firm choice' ",1275
2012 ,"'D4 - Agriculture' ","'UK' ","'Insurance choice' ",90
2012 ,"'D4 - Agriculture' ","'UK' ","'Other main scheme choice' ",45
2012 ,"'D4 - Agriculture' ","'UK' ","'Extra' ",25
2012 ,"'D4 - Agriculture' ","'UK' ","'Main scheme Clearing' ",130
2012 ,"'D4 - Agriculture' ","'UK' ","'Direct Clearing' ",115
2012 ,"'D4 - Agriculture' ","'UK' ","'RPA' ",80
2012 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Firm choice' ",40
2012 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2012 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'D4 - Agriculture' ","'Not EU' ","'Firm choice' ",35
2012 ,"'D4 - Agriculture' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Firm choice' ",65
2012 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Direct Clearing' ",5
2012 ,"'D5 - Forestry & arboriculture' ","'UK' ","'RPA' ",45
2012 ,"'D5 - Forestry & arboriculture' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'Firm choice' ",290
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'Insurance choice' ",10
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'Other main scheme choice' ",20
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'Extra' ",5
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'Main scheme Clearing' ",25
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'Direct Clearing' ",20
2012 ,"'D6 - Food and Beverage studies' ","'UK' ","'RPA' ",25
2012 ,"'D6 - Food and Beverage studies' ","'EU (excluding UK)' ","'Firm choice' ",20
2012 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Firm choice' ",30
2012 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'RPA' ",20
2012 ,"'D7 - Agricultural Sciences' ","'UK' ","'Firm choice' ",40
2012 ,"'D7 - Agricultural Sciences' ","'UK' ","'Insurance choice' ",5
2012 ,"'D7 - Agricultural Sciences' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'D7 - Agricultural Sciences' ","'UK' ","'Direct Clearing' ",5
2012 ,"'D7 - Agricultural Sciences' ","'Not EU' ","'Firm choice' ",5
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'UK' ","'Firm choice' ",15
2012 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Firm choice' ",105
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Insurance choice' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Direct Clearing' ",10
2012 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Not EU' ","'Firm choice' ",5
2012 ,"'F1 - Chemistry' ","'UK' ","'Firm choice' ",2945
2012 ,"'F1 - Chemistry' ","'UK' ","'Insurance choice' ",450
2012 ,"'F1 - Chemistry' ","'UK' ","'Other main scheme choice' ",20
2012 ,"'F1 - Chemistry' ","'UK' ","'Extra' ",65
2012 ,"'F1 - Chemistry' ","'UK' ","'Adjustment' ",10
2012 ,"'F1 - Chemistry' ","'UK' ","'Main scheme Clearing' ",465
2012 ,"'F1 - Chemistry' ","'UK' ","'Direct Clearing' ",35
2012 ,"'F1 - Chemistry' ","'UK' ","'RPA' ",35
2012 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Firm choice' ",155
2012 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Insurance choice' ",15
2012 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'F1 - Chemistry' ","'Not EU' ","'Firm choice' ",180
2012 ,"'F1 - Chemistry' ","'Not EU' ","'Insurance choice' ",40
2012 ,"'F1 - Chemistry' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'F1 - Chemistry' ","'Not EU' ","'Main scheme Clearing' ",20
2012 ,"'F1 - Chemistry' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'F1 - Chemistry' ","'Not EU' ","'RPA' ",25
2012 ,"'F3 - Physics' ","'UK' ","'Firm choice' ",2960
2012 ,"'F3 - Physics' ","'UK' ","'Insurance choice' ",485
2012 ,"'F3 - Physics' ","'UK' ","'Other main scheme choice' ",30
2012 ,"'F3 - Physics' ","'UK' ","'Extra' ",25
2012 ,"'F3 - Physics' ","'UK' ","'Adjustment' ",10
2012 ,"'F3 - Physics' ","'UK' ","'Main scheme Clearing' ",305
2012 ,"'F3 - Physics' ","'UK' ","'Direct Clearing' ",30
2012 ,"'F3 - Physics' ","'UK' ","'RPA' ",25
2012 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Firm choice' ",185
2012 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Insurance choice' ",20
2012 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'F3 - Physics' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2012 ,"'F3 - Physics' ","'Not EU' ","'Firm choice' ",190
2012 ,"'F3 - Physics' ","'Not EU' ","'Insurance choice' ",15
2012 ,"'F3 - Physics' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'F3 - Physics' ","'Not EU' ","'Main scheme Clearing' ",15
2012 ,"'F3 - Physics' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'F3 - Physics' ","'Not EU' ","'RPA' ",25
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Firm choice' ",1285
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Insurance choice' ",135
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Other main scheme choice' ",40
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Extra' ",50
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Adjustment' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Main scheme Clearing' ",275
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'Direct Clearing' ",60
2012 ,"'F4 - Forensic and Archaeological Science' ","'UK' ","'RPA' ",60
2012 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'Firm choice' ",55
2012 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'Firm choice' ",30
2012 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'F4 - Forensic and Archaeological Science' ","'Not EU' ","'Other main scheme choice' ",5
2012 ,"'F5 - Astronomy' ","'UK' ","'Firm choice' ",135
2012 ,"'F5 - Astronomy' ","'UK' ","'Insurance choice' ",30
2012 ,"'F5 - Astronomy' ","'UK' ","'Main scheme Clearing' ",25
2012 ,"'F5 - Astronomy' ","'UK' ","'Direct Clearing' ",5
2012 ,"'F5 - Astronomy' ","'EU (excluding UK)' ","'Firm choice' ",5
2012 ,"'F5 - Astronomy' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'F5 - Astronomy' ","'Not EU' ","'Firm choice' ",10
2012 ,"'F6 - Geology' ","'UK' ","'Firm choice' ",1195
2012 ,"'F6 - Geology' ","'UK' ","'Insurance choice' ",155
2012 ,"'F6 - Geology' ","'UK' ","'Other main scheme choice' ",10
2012 ,"'F6 - Geology' ","'UK' ","'Extra' ",5
2012 ,"'F6 - Geology' ","'UK' ","'Main scheme Clearing' ",105
2012 ,"'F6 - Geology' ","'UK' ","'Direct Clearing' ",10
2012 ,"'F6 - Geology' ","'UK' ","'RPA' ",10
2012 ,"'F6 - Geology' ","'EU (excluding UK)' ","'Firm choice' ",30
2012 ,"'F6 - Geology' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'F6 - Geology' ","'Not EU' ","'Firm choice' ",70
2012 ,"'F6 - Geology' ","'Not EU' ","'Insurance choice' ",10
2012 ,"'F6 - Geology' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'F6 - Geology' ","'Not EU' ","'Extra' ",5
2012 ,"'F6 - Geology' ","'Not EU' ","'Main scheme Clearing' ",15
2012 ,"'F6 - Geology' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'F6 - Geology' ","'Not EU' ","'RPA' ",15
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Firm choice' ",925
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Insurance choice' ",135
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Other main scheme choice' ",15
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Extra' ",10
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Adjustment' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Main scheme Clearing' ",105
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'Direct Clearing' ",20
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'UK' ","'RPA' ",40
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Firm choice' ",80
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Firm choice' ",80
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Insurance choice' ",15
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Other main scheme choice' ",10
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Main scheme Clearing' ",10
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'Direct Clearing' ",5
2012 ,"'F7 - Science of aquatic & terrestrial environments' ","'Not EU' ","'RPA' ",5
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Firm choice' ",2530
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Insurance choice' ",350
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Other main scheme choice' ",20
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Extra' ",20
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Adjustment' ",10
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Main scheme Clearing' ",225
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'Direct Clearing' ",35
2012 ,"'F8 - Physical geographical sciences' ","'UK' ","'RPA' ",15
2012 ,"'F8 - Physical geographical sciences' ","'EU (excluding UK)' ","'Firm choice' ",35
2012 ,"'F8 - Physical geographical sciences' ","'EU (excluding UK)' ","'Insurance choice' ",5
2012 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'Firm choice' ",50
2012 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'F8 - Physical geographical sciences' ","'Not EU' ","'Main scheme Clearing' ",10
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Firm choice' ",125
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Insurance choice' ",15
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Extra' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Main scheme Clearing' ",40
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'Direct Clearing' ",5
2012 ,"'F9 - Others in Physical Sciences' ","'UK' ","'RPA' ",5
2012 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Firm choice' ",370
2012 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Insurance choice' ",40
2012 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Other main scheme choice' ",5
2012 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Extra' ",5
2012 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Main scheme Clearing' ",50
2012 ,"'FF - Combinations within Physical Sciences' ","'UK' ","'Direct Clearing' ",5
2012 ,"'FF - Combinations within Physical Sciences' ","'EU (excluding UK)' ","'Firm choice' ",15
2012 ,"'FF - Combinations within Physical Sciences' ","'Not EU' ","'Firm choice' ",10
2012 ,"'FF - Combinations within Physical Sciences' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'FF - Combinations within Physical Sciences' ","'Not EU' ","'Main scheme Clearing' ",5
2012 ,"'G1 - Mathematics' ","'UK' ","'Firm choice' ",4370
2012 ,"'G1 - Mathematics' ","'UK' ","'Insurance choice' ",905
2012 ,"'G1 - Mathematics' ","'UK' ","'Other main scheme choice' ",45
2012 ,"'G1 - Mathematics' ","'UK' ","'Extra' ",50
2012 ,"'G1 - Mathematics' ","'UK' ","'Adjustment' ",25
2012 ,"'G1 - Mathematics' ","'UK' ","'Main scheme Clearing' ",550
2012 ,"'G1 - Mathematics' ","'UK' ","'Direct Clearing' ",95
2012 ,"'G1 - Mathematics' ","'UK' ","'RPA' ",75
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Firm choice' ",240
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Insurance choice' ",35
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Extra' ",5
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2012 ,"'G1 - Mathematics' ","'EU (excluding UK)' ","'RPA' ",5
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Firm choice' ",570
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Insurance choice' ",125
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Other main scheme choice' ",25
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Extra' ",5
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Adjustment' ",5
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Main scheme Clearing' ",115
2012 ,"'G1 - Mathematics' ","'Not EU' ","'Direct Clearing' ",15
2012 ,"'G1 - Mathematics' ","'Not EU' ","'RPA' ",25
2012 ,"'G2 - Operational Research' ","'UK' ","'Firm choice' ",45
2012 ,"'G2 - Operational Research' ","'UK' ","'Other main scheme choice' ",10
2012 ,"'G2 - Operational Research' ","'EU (excluding UK)' ","'Firm choice' ",5
2012 ,"'G2 - Operational Research' ","'Not EU' ","'Firm choice' ",10
2012 ,"'G3 - Statistics' ","'UK' ","'Firm choice' ",75
2012 ,"'G3 - Statistics' ","'UK' ","'Insurance choice' ",5
2012 ,"'G3 - Statistics' ","'UK' ","'Main scheme Clearing' ",5
2012 ,"'G3 - Statistics' ","'EU (excluding UK)' ","'Firm choice' ",5
2012 ,"'G3 - Statistics' ","'Not EU' ","'Firm choice' ",60
2012 ,"'G3 - Statistics' ","'Not EU' ","'Insurance choice' ",5
2012 ,"'G3 - Statistics' ","'Not EU' ","'Other main scheme choice' ",5
