"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_014_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3645
2013 ,"'Group J Technologies' ","'Men' ","'RPA' ",100
2013 ,"'Group J Technologies' ","'Women' ","'Firm choice' ",380
2013 ,"'Group J Technologies' ","'Women' ","'Insurance choice' ",25
2013 ,"'Group J Technologies' ","'Women' ","'Other main scheme choice' ",15
2013 ,"'Group J Technologies' ","'Women' ","'Extra' ",15
2013 ,"'Group J Technologies' ","'Women' ","'Main scheme Clearing' ",40
2013 ,"'Group J Technologies' ","'Women' ","'Direct Clearing' ",20
2013 ,"'Group J Technologies' ","'Women' ","'RPA' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Firm choice' ",3620
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Insurance choice' ",310
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Other main scheme choice' ",240
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Extra' ",55
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Adjustment' ",5
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Main scheme Clearing' ",360
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'Direct Clearing' ",295
2013 ,"'Group K Architecture, Building and Planning' ","'Men' ","'RPA' ",210
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Firm choice' ",1955
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Insurance choice' ",195
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Other main scheme choice' ",115
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Extra' ",30
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Adjustment' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Main scheme Clearing' ",180
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'Direct Clearing' ",85
2013 ,"'Group K Architecture, Building and Planning' ","'Women' ","'RPA' ",75
2013 ,"'Group L Social Studies' ","'Men' ","'Firm choice' ",10675
2013 ,"'Group L Social Studies' ","'Men' ","'Insurance choice' ",1435
2013 ,"'Group L Social Studies' ","'Men' ","'Other main scheme choice' ",395
2013 ,"'Group L Social Studies' ","'Men' ","'Extra' ",175
2013 ,"'Group L Social Studies' ","'Men' ","'Adjustment' ",85
2013 ,"'Group L Social Studies' ","'Men' ","'Main scheme Clearing' ",1515
2013 ,"'Group L Social Studies' ","'Men' ","'Direct Clearing' ",400
2013 ,"'Group L Social Studies' ","'Men' ","'RPA' ",540
2013 ,"'Group L Social Studies' ","'Women' ","'Firm choice' ",17490
2013 ,"'Group L Social Studies' ","'Women' ","'Insurance choice' ",1435
2013 ,"'Group L Social Studies' ","'Women' ","'Other main scheme choice' ",990
2013 ,"'Group L Social Studies' ","'Women' ","'Extra' ",775
2013 ,"'Group L Social Studies' ","'Women' ","'Adjustment' ",75
2013 ,"'Group L Social Studies' ","'Women' ","'Main scheme Clearing' ",2755
2013 ,"'Group L Social Studies' ","'Women' ","'Direct Clearing' ",805
2013 ,"'Group L Social Studies' ","'Women' ","'RPA' ",1385
2013 ,"'Group M Law' ","'Men' ","'Firm choice' ",5860
2013 ,"'Group M Law' ","'Men' ","'Insurance choice' ",765
2013 ,"'Group M Law' ","'Men' ","'Other main scheme choice' ",295
2013 ,"'Group M Law' ","'Men' ","'Extra' ",95
2013 ,"'Group M Law' ","'Men' ","'Adjustment' ",40
2013 ,"'Group M Law' ","'Men' ","'Main scheme Clearing' ",890
2013 ,"'Group M Law' ","'Men' ","'Direct Clearing' ",370
2013 ,"'Group M Law' ","'Men' ","'RPA' ",300
2013 ,"'Group M Law' ","'Women' ","'Firm choice' ",10465
2013 ,"'Group M Law' ","'Women' ","'Insurance choice' ",1405
2013 ,"'Group M Law' ","'Women' ","'Other main scheme choice' ",455
2013 ,"'Group M Law' ","'Women' ","'Extra' ",230
2013 ,"'Group M Law' ","'Women' ","'Adjustment' ",70
2013 ,"'Group M Law' ","'Women' ","'Main scheme Clearing' ",1600
2013 ,"'Group M Law' ","'Women' ","'Direct Clearing' ",490
2013 ,"'Group M Law' ","'Women' ","'RPA' ",420
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Firm choice' ",19570
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Insurance choice' ",2700
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Other main scheme choice' ",1125
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Extra' ",325
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Adjustment' ",95
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Main scheme Clearing' ",3285
2013 ,"'Group N Business and Admin studies' ","'Men' ","'Direct Clearing' ",1415
2013 ,"'Group N Business and Admin studies' ","'Men' ","'RPA' ",2300
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Firm choice' ",20440
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Insurance choice' ",2140
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Other main scheme choice' ",1065
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Extra' ",420
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Adjustment' ",60
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Main scheme Clearing' ",2755
2013 ,"'Group N Business and Admin studies' ","'Women' ","'Direct Clearing' ",1110
2013 ,"'Group N Business and Admin studies' ","'Women' ","'RPA' ",2180
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Firm choice' ",4190
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Insurance choice' ",290
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Other main scheme choice' ",190
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Extra' ",35
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Adjustment' ",5
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Main scheme Clearing' ",360
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'Direct Clearing' ",205
2013 ,"'Group P Mass Communication and Documentation' ","'Men' ","'RPA' ",210
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Firm choice' ",4840
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Insurance choice' ",375
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Other main scheme choice' ",195
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Extra' ",80
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Adjustment' ",10
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Main scheme Clearing' ",450
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'Direct Clearing' ",205
2013 ,"'Group P Mass Communication and Documentation' ","'Women' ","'RPA' ",190
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Firm choice' ",2495
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Insurance choice' ",230
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Other main scheme choice' ",65
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Extra' ",25
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Adjustment' ",15
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Main scheme Clearing' ",210
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'Direct Clearing' ",70
2013 ,"'Group Q Linguistics, Classics and related' ","'Men' ","'RPA' ",50
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Firm choice' ",7460
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Insurance choice' ",640
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Other main scheme choice' ",140
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Extra' ",90
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Adjustment' ",40
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Main scheme Clearing' ",655
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'Direct Clearing' ",135
2013 ,"'Group Q Linguistics, Classics and related' ","'Women' ","'RPA' ",135
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Firm choice' ",950
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Insurance choice' ",80
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",20
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Extra' ",5
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Adjustment' ",5
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",100
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",20
2013 ,"'Group R European Languages, Literature and related' ","'Men' ","'RPA' ",15
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Firm choice' ",2320
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Insurance choice' ",230
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",30
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Extra' ",15
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Adjustment' ",10
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",175
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",15
2013 ,"'Group R European Languages, Literature and related' ","'Women' ","'RPA' ",15
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Firm choice' ",365
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Insurance choice' ",30
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Other main scheme choice' ",15
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Extra' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Main scheme Clearing' ",55
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'Direct Clearing' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'Men' ","'RPA' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Firm choice' ",610
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Insurance choice' ",45
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Other main scheme choice' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Extra' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Main scheme Clearing' ",65
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'Direct Clearing' ",20
2013 ,"'Group T Non-European Languages, Literature and related' ","'Women' ","'RPA' ",10
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Firm choice' ",5560
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Insurance choice' ",660
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Other main scheme choice' ",130
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Extra' ",50
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Adjustment' ",35
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Main scheme Clearing' ",515
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'Direct Clearing' ",170
2013 ,"'Group V History and Philosophical studies' ","'Men' ","'RPA' ",90
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Firm choice' ",6110
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Insurance choice' ",625
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Other main scheme choice' ",115
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Extra' ",75
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Adjustment' ",30
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Main scheme Clearing' ",545
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'Direct Clearing' ",120
2013 ,"'Group V History and Philosophical studies' ","'Women' ","'RPA' ",105
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Firm choice' ",15260
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Insurance choice' ",440
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Other main scheme choice' ",830
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Extra' ",235
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Adjustment' ",10
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Main scheme Clearing' ",1090
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'Direct Clearing' ",790
2013 ,"'Group W Creative Arts and Design' ","'Men' ","'RPA' ",1280
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Firm choice' ",26335
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Insurance choice' ",605
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Other main scheme choice' ",1060
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Extra' ",450
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Adjustment' ",25
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Main scheme Clearing' ",1390
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'Direct Clearing' ",750
2013 ,"'Group W Creative Arts and Design' ","'Women' ","'RPA' ",1095
2013 ,"'Group X Education' ","'Men' ","'Firm choice' ",1985
2013 ,"'Group X Education' ","'Men' ","'Insurance choice' ",75
2013 ,"'Group X Education' ","'Men' ","'Other main scheme choice' ",85
2013 ,"'Group X Education' ","'Men' ","'Extra' ",25
2013 ,"'Group X Education' ","'Men' ","'Main scheme Clearing' ",160
2013 ,"'Group X Education' ","'Men' ","'Direct Clearing' ",130
2013 ,"'Group X Education' ","'Men' ","'RPA' ",120
2013 ,"'Group X Education' ","'Women' ","'Firm choice' ",11210
2013 ,"'Group X Education' ","'Women' ","'Insurance choice' ",510
2013 ,"'Group X Education' ","'Women' ","'Other main scheme choice' ",505
2013 ,"'Group X Education' ","'Women' ","'Extra' ",365
2013 ,"'Group X Education' ","'Women' ","'Adjustment' ",10
2013 ,"'Group X Education' ","'Women' ","'Main scheme Clearing' ",1225
2013 ,"'Group X Education' ","'Women' ","'Direct Clearing' ",675
2013 ,"'Group X Education' ","'Women' ","'RPA' ",785
2013 ,"'Y Combined arts' ","'Men' ","'Firm choice' ",2635
2013 ,"'Y Combined arts' ","'Men' ","'Insurance choice' ",240
2013 ,"'Y Combined arts' ","'Men' ","'Other main scheme choice' ",80
2013 ,"'Y Combined arts' ","'Men' ","'Extra' ",25
2013 ,"'Y Combined arts' ","'Men' ","'Adjustment' ",10
2013 ,"'Y Combined arts' ","'Men' ","'Main scheme Clearing' ",225
2013 ,"'Y Combined arts' ","'Men' ","'Direct Clearing' ",100
2013 ,"'Y Combined arts' ","'Men' ","'RPA' ",70
2013 ,"'Y Combined arts' ","'Women' ","'Firm choice' ",6020
2013 ,"'Y Combined arts' ","'Women' ","'Insurance choice' ",435
2013 ,"'Y Combined arts' ","'Women' ","'Other main scheme choice' ",150
2013 ,"'Y Combined arts' ","'Women' ","'Extra' ",100
2013 ,"'Y Combined arts' ","'Women' ","'Adjustment' ",30
2013 ,"'Y Combined arts' ","'Women' ","'Main scheme Clearing' ",530
2013 ,"'Y Combined arts' ","'Women' ","'Direct Clearing' ",155
2013 ,"'Y Combined arts' ","'Women' ","'RPA' ",125
2013 ,"'Y Combined sciences' ","'Men' ","'Firm choice' ",3275
2013 ,"'Y Combined sciences' ","'Men' ","'Insurance choice' ",300
2013 ,"'Y Combined sciences' ","'Men' ","'Other main scheme choice' ",145
2013 ,"'Y Combined sciences' ","'Men' ","'Extra' ",65
2013 ,"'Y Combined sciences' ","'Men' ","'Adjustment' ",15
2013 ,"'Y Combined sciences' ","'Men' ","'Main scheme Clearing' ",400
2013 ,"'Y Combined sciences' ","'Men' ","'Direct Clearing' ",130
2013 ,"'Y Combined sciences' ","'Men' ","'RPA' ",170
2013 ,"'Y Combined sciences' ","'Women' ","'Firm choice' ",2680
2013 ,"'Y Combined sciences' ","'Women' ","'Insurance choice' ",275
2013 ,"'Y Combined sciences' ","'Women' ","'Other main scheme choice' ",90
2013 ,"'Y Combined sciences' ","'Women' ","'Extra' ",130
2013 ,"'Y Combined sciences' ","'Women' ","'Adjustment' ",10
2013 ,"'Y Combined sciences' ","'Women' ","'Main scheme Clearing' ",460
2013 ,"'Y Combined sciences' ","'Women' ","'Direct Clearing' ",105
2013 ,"'Y Combined sciences' ","'Women' ","'RPA' ",130
2013 ,"'Y Combined social sciences' ","'Men' ","'Firm choice' ",1625
2013 ,"'Y Combined social sciences' ","'Men' ","'Insurance choice' ",220
2013 ,"'Y Combined social sciences' ","'Men' ","'Other main scheme choice' ",65
2013 ,"'Y Combined social sciences' ","'Men' ","'Extra' ",25
2013 ,"'Y Combined social sciences' ","'Men' ","'Adjustment' ",15
2013 ,"'Y Combined social sciences' ","'Men' ","'Main scheme Clearing' ",330
2013 ,"'Y Combined social sciences' ","'Men' ","'Direct Clearing' ",45
2013 ,"'Y Combined social sciences' ","'Men' ","'RPA' ",95
2013 ,"'Y Combined social sciences' ","'Women' ","'Firm choice' ",1925
2013 ,"'Y Combined social sciences' ","'Women' ","'Insurance choice' ",210
2013 ,"'Y Combined social sciences' ","'Women' ","'Other main scheme choice' ",75
2013 ,"'Y Combined social sciences' ","'Women' ","'Extra' ",50
2013 ,"'Y Combined social sciences' ","'Women' ","'Adjustment' ",20
2013 ,"'Y Combined social sciences' ","'Women' ","'Main scheme Clearing' ",335
2013 ,"'Y Combined social sciences' ","'Women' ","'Direct Clearing' ",50
2013 ,"'Y Combined social sciences' ","'Women' ","'RPA' ",100
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Firm choice' ",6925
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Insurance choice' ",455
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Other main scheme choice' ",295
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Extra' ",95
2013 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Adjustment' ",20
