"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_018_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",100
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'Insurance choice' ",40
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'Other main scheme choice' ",165
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'Extra' ",130
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'Main scheme Clearing' ",375
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'Direct Clearing' ",130
2012 ,"'B9 - Others in Subjects allied to Medicine' ","'21 and over' ","'RPA' ",255
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'18' ","'Firm choice' ",55
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'18' ","'Insurance choice' ",5
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'18' ","'Extra' ",5
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'18' ","'Main scheme Clearing' ",30
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'19' ","'Firm choice' ",30
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'19' ","'Insurance choice' ",5
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'19' ","'Main scheme Clearing' ",15
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'20' ","'Firm choice' ",15
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ","'Firm choice' ",40
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ","'Other main scheme choice' ",5
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ","'Extra' ",10
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ","'Main scheme Clearing' ",10
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ","'Direct Clearing' ",10
2012 ,"'BB - Combinations within Subjects allied to Medicine' ","'21 and over' ","'RPA' ",5
2012 ,"'C1 - Biology' ","'17 and under' ","'Firm choice' ",55
2012 ,"'C1 - Biology' ","'17 and under' ","'Insurance choice' ",10
2012 ,"'C1 - Biology' ","'17 and under' ","'Other main scheme choice' ",5
2012 ,"'C1 - Biology' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'C1 - Biology' ","'18' ","'Firm choice' ",2540
2012 ,"'C1 - Biology' ","'18' ","'Insurance choice' ",450
2012 ,"'C1 - Biology' ","'18' ","'Other main scheme choice' ",10
2012 ,"'C1 - Biology' ","'18' ","'Extra' ",40
2012 ,"'C1 - Biology' ","'18' ","'Adjustment' ",10
2012 ,"'C1 - Biology' ","'18' ","'Main scheme Clearing' ",440
2012 ,"'C1 - Biology' ","'18' ","'Direct Clearing' ",10
2012 ,"'C1 - Biology' ","'18' ","'RPA' ",10
2012 ,"'C1 - Biology' ","'19' ","'Firm choice' ",710
2012 ,"'C1 - Biology' ","'19' ","'Insurance choice' ",95
2012 ,"'C1 - Biology' ","'19' ","'Other main scheme choice' ",15
2012 ,"'C1 - Biology' ","'19' ","'Extra' ",20
2012 ,"'C1 - Biology' ","'19' ","'Adjustment' ",5
2012 ,"'C1 - Biology' ","'19' ","'Main scheme Clearing' ",140
2012 ,"'C1 - Biology' ","'19' ","'Direct Clearing' ",25
2012 ,"'C1 - Biology' ","'19' ","'RPA' ",10
2012 ,"'C1 - Biology' ","'20' ","'Firm choice' ",215
2012 ,"'C1 - Biology' ","'20' ","'Insurance choice' ",10
2012 ,"'C1 - Biology' ","'20' ","'Other main scheme choice' ",5
2012 ,"'C1 - Biology' ","'20' ","'Extra' ",10
2012 ,"'C1 - Biology' ","'20' ","'Main scheme Clearing' ",30
2012 ,"'C1 - Biology' ","'20' ","'Direct Clearing' ",20
2012 ,"'C1 - Biology' ","'20' ","'RPA' ",10
2012 ,"'C1 - Biology' ","'21 and over' ","'Firm choice' ",345
2012 ,"'C1 - Biology' ","'21 and over' ","'Insurance choice' ",20
2012 ,"'C1 - Biology' ","'21 and over' ","'Other main scheme choice' ",30
2012 ,"'C1 - Biology' ","'21 and over' ","'Extra' ",15
2012 ,"'C1 - Biology' ","'21 and over' ","'Main scheme Clearing' ",40
2012 ,"'C1 - Biology' ","'21 and over' ","'Direct Clearing' ",45
2012 ,"'C1 - Biology' ","'21 and over' ","'RPA' ",35
2012 ,"'C2 - Botany' ","'18' ","'Firm choice' ",15
2012 ,"'C2 - Botany' ","'18' ","'Insurance choice' ",5
2012 ,"'C2 - Botany' ","'18' ","'Main scheme Clearing' ",5
2012 ,"'C2 - Botany' ","'21 and over' ","'Firm choice' ",5
2012 ,"'C3 - Zoology' ","'17 and under' ","'Firm choice' ",10
2012 ,"'C3 - Zoology' ","'18' ","'Firm choice' ",790
2012 ,"'C3 - Zoology' ","'18' ","'Insurance choice' ",105
2012 ,"'C3 - Zoology' ","'18' ","'Other main scheme choice' ",5
2012 ,"'C3 - Zoology' ","'18' ","'Extra' ",10
2012 ,"'C3 - Zoology' ","'18' ","'Main scheme Clearing' ",85
2012 ,"'C3 - Zoology' ","'19' ","'Firm choice' ",245
2012 ,"'C3 - Zoology' ","'19' ","'Insurance choice' ",20
2012 ,"'C3 - Zoology' ","'19' ","'Extra' ",5
2012 ,"'C3 - Zoology' ","'19' ","'Main scheme Clearing' ",25
2012 ,"'C3 - Zoology' ","'19' ","'RPA' ",5
2012 ,"'C3 - Zoology' ","'20' ","'Firm choice' ",70
2012 ,"'C3 - Zoology' ","'20' ","'Insurance choice' ",5
2012 ,"'C3 - Zoology' ","'20' ","'Main scheme Clearing' ",10
2012 ,"'C3 - Zoology' ","'21 and over' ","'Firm choice' ",135
2012 ,"'C3 - Zoology' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'C3 - Zoology' ","'21 and over' ","'Extra' ",5
2012 ,"'C3 - Zoology' ","'21 and over' ","'Main scheme Clearing' ",5
2012 ,"'C3 - Zoology' ","'21 and over' ","'Direct Clearing' ",5
2012 ,"'C3 - Zoology' ","'21 and over' ","'RPA' ",10
2012 ,"'C4 - Genetics' ","'17 and under' ","'Firm choice' ",10
2012 ,"'C4 - Genetics' ","'17 and under' ","'Insurance choice' ",5
2012 ,"'C4 - Genetics' ","'18' ","'Firm choice' ",170
2012 ,"'C4 - Genetics' ","'18' ","'Insurance choice' ",30
2012 ,"'C4 - Genetics' ","'18' ","'Main scheme Clearing' ",45
2012 ,"'C4 - Genetics' ","'19' ","'Firm choice' ",100
2012 ,"'C4 - Genetics' ","'19' ","'Insurance choice' ",5
2012 ,"'C4 - Genetics' ","'19' ","'Extra' ",5
2012 ,"'C4 - Genetics' ","'19' ","'Main scheme Clearing' ",15
2012 ,"'C4 - Genetics' ","'20' ","'Firm choice' ",20
2012 ,"'C4 - Genetics' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'C4 - Genetics' ","'21 and over' ","'Firm choice' ",25
2012 ,"'C4 - Genetics' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'C4 - Genetics' ","'21 and over' ","'Direct Clearing' ",5
2012 ,"'C4 - Genetics' ","'21 and over' ","'RPA' ",5
2012 ,"'C5 - Microbiology' ","'17 and under' ","'Firm choice' ",5
2012 ,"'C5 - Microbiology' ","'18' ","'Firm choice' ",145
2012 ,"'C5 - Microbiology' ","'18' ","'Insurance choice' ",30
2012 ,"'C5 - Microbiology' ","'18' ","'Extra' ",5
2012 ,"'C5 - Microbiology' ","'18' ","'Main scheme Clearing' ",15
2012 ,"'C5 - Microbiology' ","'19' ","'Firm choice' ",50
2012 ,"'C5 - Microbiology' ","'19' ","'Insurance choice' ",10
2012 ,"'C5 - Microbiology' ","'20' ","'Firm choice' ",20
2012 ,"'C5 - Microbiology' ","'21 and over' ","'Firm choice' ",35
2012 ,"'C5 - Microbiology' ","'21 and over' ","'Extra' ",5
2012 ,"'C5 - Microbiology' ","'21 and over' ","'Main scheme Clearing' ",10
2012 ,"'C5 - Microbiology' ","'21 and over' ","'Direct Clearing' ",5
2012 ,"'C5 - Microbiology' ","'21 and over' ","'RPA' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'Firm choice' ",15
2012 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'Insurance choice' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'17 and under' ","'RPA' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Firm choice' ",4620
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Insurance choice' ",455
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Other main scheme choice' ",45
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Extra' ",95
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Adjustment' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Main scheme Clearing' ",545
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'Direct Clearing' ",65
2012 ,"'C6 - Sport and Exercise Science' ","'18' ","'RPA' ",55
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Firm choice' ",1755
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Insurance choice' ",90
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Other main scheme choice' ",50
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Extra' ",55
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Adjustment' ",5
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Main scheme Clearing' ",250
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'Direct Clearing' ",85
2012 ,"'C6 - Sport and Exercise Science' ","'19' ","'RPA' ",70
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'Firm choice' ",715
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'Insurance choice' ",25
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'Other main scheme choice' ",30
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'Extra' ",35
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'Main scheme Clearing' ",80
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'Direct Clearing' ",65
2012 ,"'C6 - Sport and Exercise Science' ","'20' ","'RPA' ",45
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Firm choice' ",1060
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Insurance choice' ",15
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Other main scheme choice' ",70
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Extra' ",35
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Main scheme Clearing' ",120
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'Direct Clearing' ",160
2012 ,"'C6 - Sport and Exercise Science' ","'21 and over' ","'RPA' ",155
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Firm choice' ",45
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Insurance choice' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Firm choice' ",1415
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Insurance choice' ",255
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Extra' ",20
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Adjustment' ",20
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Main scheme Clearing' ",300
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'Direct Clearing' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'18' ","'RPA' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Firm choice' ",480
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Insurance choice' ",65
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Other main scheme choice' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Extra' ",20
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Adjustment' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Main scheme Clearing' ",110
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'Direct Clearing' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'19' ","'RPA' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Firm choice' ",120
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Insurance choice' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Other main scheme choice' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Extra' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Main scheme Clearing' ",20
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'Direct Clearing' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'20' ","'RPA' ",10
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Firm choice' ",170
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Other main scheme choice' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Extra' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Main scheme Clearing' ",35
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'Direct Clearing' ",15
2012 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'21 and over' ","'RPA' ",30
2012 ,"'C8 - Psychology' ","'17 and under' ","'Firm choice' ",80
2012 ,"'C8 - Psychology' ","'17 and under' ","'Insurance choice' ",15
2012 ,"'C8 - Psychology' ","'17 and under' ","'Other main scheme choice' ",5
2012 ,"'C8 - Psychology' ","'17 and under' ","'Extra' ",5
2012 ,"'C8 - Psychology' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'C8 - Psychology' ","'18' ","'Firm choice' ",7205
2012 ,"'C8 - Psychology' ","'18' ","'Insurance choice' ",1145
2012 ,"'C8 - Psychology' ","'18' ","'Other main scheme choice' ",30
2012 ,"'C8 - Psychology' ","'18' ","'Extra' ",145
2012 ,"'C8 - Psychology' ","'18' ","'Adjustment' ",65
2012 ,"'C8 - Psychology' ","'18' ","'Main scheme Clearing' ",1020
2012 ,"'C8 - Psychology' ","'18' ","'Direct Clearing' ",35
2012 ,"'C8 - Psychology' ","'18' ","'RPA' ",20
2012 ,"'C8 - Psychology' ","'19' ","'Firm choice' ",1985
2012 ,"'C8 - Psychology' ","'19' ","'Insurance choice' ",220
2012 ,"'C8 - Psychology' ","'19' ","'Other main scheme choice' ",70
2012 ,"'C8 - Psychology' ","'19' ","'Extra' ",75
2012 ,"'C8 - Psychology' ","'19' ","'Adjustment' ",10
2012 ,"'C8 - Psychology' ","'19' ","'Main scheme Clearing' ",350
2012 ,"'C8 - Psychology' ","'19' ","'Direct Clearing' ",55
2012 ,"'C8 - Psychology' ","'19' ","'RPA' ",50
2012 ,"'C8 - Psychology' ","'20' ","'Firm choice' ",695
2012 ,"'C8 - Psychology' ","'20' ","'Insurance choice' ",40
2012 ,"'C8 - Psychology' ","'20' ","'Other main scheme choice' ",50
2012 ,"'C8 - Psychology' ","'20' ","'Extra' ",25
2012 ,"'C8 - Psychology' ","'20' ","'Main scheme Clearing' ",95
2012 ,"'C8 - Psychology' ","'20' ","'Direct Clearing' ",50
2012 ,"'C8 - Psychology' ","'20' ","'RPA' ",35
2012 ,"'C8 - Psychology' ","'21 and over' ","'Firm choice' ",1680
2012 ,"'C8 - Psychology' ","'21 and over' ","'Insurance choice' ",55
2012 ,"'C8 - Psychology' ","'21 and over' ","'Other main scheme choice' ",140
2012 ,"'C8 - Psychology' ","'21 and over' ","'Extra' ",70
2012 ,"'C8 - Psychology' ","'21 and over' ","'Main scheme Clearing' ",225
2012 ,"'C8 - Psychology' ","'21 and over' ","'Direct Clearing' ",195
2012 ,"'C8 - Psychology' ","'21 and over' ","'RPA' ",230
2012 ,"'C9 - Others in Biological Sciences' ","'17 and under' ","'Firm choice' ",15
2012 ,"'C9 - Others in Biological Sciences' ","'18' ","'Firm choice' ",305
2012 ,"'C9 - Others in Biological Sciences' ","'18' ","'Insurance choice' ",70
2012 ,"'C9 - Others in Biological Sciences' ","'18' ","'Other main scheme choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'18' ","'Extra' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'18' ","'Main scheme Clearing' ",90
2012 ,"'C9 - Others in Biological Sciences' ","'19' ","'Firm choice' ",135
2012 ,"'C9 - Others in Biological Sciences' ","'19' ","'Insurance choice' ",20
2012 ,"'C9 - Others in Biological Sciences' ","'19' ","'Extra' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'19' ","'Main scheme Clearing' ",30
2012 ,"'C9 - Others in Biological Sciences' ","'19' ","'Direct Clearing' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'20' ","'Firm choice' ",45
2012 ,"'C9 - Others in Biological Sciences' ","'20' ","'Main scheme Clearing' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'20' ","'Direct Clearing' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'20' ","'RPA' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Firm choice' ",100
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Other main scheme choice' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Extra' ",5
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Main scheme Clearing' ",20
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'Direct Clearing' ",10
2012 ,"'C9 - Others in Biological Sciences' ","'21 and over' ","'RPA' ",10
2012 ,"'CC - Combinations within Biological Sciences' ","'17 and under' ","'Firm choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Firm choice' ",205
2012 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Insurance choice' ",45
2012 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Extra' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'18' ","'Main scheme Clearing' ",45
2012 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Firm choice' ",90
2012 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Insurance choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Other main scheme choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Extra' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Main scheme Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'19' ","'Direct Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'20' ","'Firm choice' ",35
2012 ,"'CC - Combinations within Biological Sciences' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Firm choice' ",50
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Insurance choice' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Other main scheme choice' ",10
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Extra' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Main scheme Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'Direct Clearing' ",5
2012 ,"'CC - Combinations within Biological Sciences' ","'21 and over' ","'RPA' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'17 and under' ","'Firm choice' ",10
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ","'Firm choice' ",450
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ","'Insurance choice' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'18' ","'Main scheme Clearing' ",40
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'19' ","'Firm choice' ",185
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'19' ","'Main scheme Clearing' ",20
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'20' ","'Firm choice' ",35
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'20' ","'Main scheme Clearing' ",5
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ","'Firm choice' ",180
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ","'Main scheme Clearing' ",10
2012 ,"'D1 - Pre-clinical Veterinary Medicine' ","'21 and over' ","'RPA' ",70
2012 ,"'D3 - Animal Science' ","'17 and under' ","'Firm choice' ",5
2012 ,"'D3 - Animal Science' ","'17 and under' ","'Main scheme Clearing' ",5
2012 ,"'D3 - Animal Science' ","'18' ","'Firm choice' ",750
2012 ,"'D3 - Animal Science' ","'18' ","'Insurance choice' ",60
2012 ,"'D3 - Animal Science' ","'18' ","'Other main scheme choice' ",10
2012 ,"'D3 - Animal Science' ","'18' ","'Extra' ",15
2012 ,"'D3 - Animal Science' ","'18' ","'Main scheme Clearing' ",75
2012 ,"'D3 - Animal Science' ","'18' ","'Direct Clearing' ",15
2012 ,"'D3 - Animal Science' ","'18' ","'RPA' ",5
2012 ,"'D3 - Animal Science' ","'19' ","'Firm choice' ",355
2012 ,"'D3 - Animal Science' ","'19' ","'Insurance choice' ",15
2012 ,"'D3 - Animal Science' ","'19' ","'Other main scheme choice' ",10
2012 ,"'D3 - Animal Science' ","'19' ","'Extra' ",5
2012 ,"'D3 - Animal Science' ","'19' ","'Main scheme Clearing' ",30
2012 ,"'D3 - Animal Science' ","'19' ","'Direct Clearing' ",15
2012 ,"'D3 - Animal Science' ","'19' ","'RPA' ",5
2012 ,"'D3 - Animal Science' ","'20' ","'Firm choice' ",150
2012 ,"'D3 - Animal Science' ","'20' ","'Insurance choice' ",5
2012 ,"'D3 - Animal Science' ","'20' ","'Other main scheme choice' ",10
2012 ,"'D3 - Animal Science' ","'20' ","'Extra' ",5
2012 ,"'D3 - Animal Science' ","'20' ","'Main scheme Clearing' ",10
2012 ,"'D3 - Animal Science' ","'20' ","'Direct Clearing' ",15
2012 ,"'D3 - Animal Science' ","'20' ","'RPA' ",5
2012 ,"'D3 - Animal Science' ","'21 and over' ","'Firm choice' ",355
2012 ,"'D3 - Animal Science' ","'21 and over' ","'Other main scheme choice' ",25
2012 ,"'D3 - Animal Science' ","'21 and over' ","'Main scheme Clearing' ",25
2012 ,"'D3 - Animal Science' ","'21 and over' ","'Direct Clearing' ",35
2012 ,"'D3 - Animal Science' ","'21 and over' ","'RPA' ",25
