"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_013_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",110
2013 ,"'Group C Biological Sciences' ","'18' ","'Insurance choice' ",2745
2013 ,"'Group C Biological Sciences' ","'18' ","'Other main scheme choice' ",130
2013 ,"'Group C Biological Sciences' ","'18' ","'Extra' ",370
2013 ,"'Group C Biological Sciences' ","'18' ","'Adjustment' ",90
2013 ,"'Group C Biological Sciences' ","'18' ","'Main scheme Clearing' ",2490
2013 ,"'Group C Biological Sciences' ","'18' ","'Direct Clearing' ",165
2013 ,"'Group C Biological Sciences' ","'18' ","'RPA' ",160
2013 ,"'Group C Biological Sciences' ","'19' ","'Firm choice' ",6900
2013 ,"'Group C Biological Sciences' ","'19' ","'Insurance choice' ",710
2013 ,"'Group C Biological Sciences' ","'19' ","'Other main scheme choice' ",190
2013 ,"'Group C Biological Sciences' ","'19' ","'Extra' ",200
2013 ,"'Group C Biological Sciences' ","'19' ","'Adjustment' ",30
2013 ,"'Group C Biological Sciences' ","'19' ","'Main scheme Clearing' ",995
2013 ,"'Group C Biological Sciences' ","'19' ","'Direct Clearing' ",280
2013 ,"'Group C Biological Sciences' ","'19' ","'RPA' ",195
2013 ,"'Group C Biological Sciences' ","'20' ","'Firm choice' ",2240
2013 ,"'Group C Biological Sciences' ","'20' ","'Insurance choice' ",115
2013 ,"'Group C Biological Sciences' ","'20' ","'Other main scheme choice' ",175
2013 ,"'Group C Biological Sciences' ","'20' ","'Extra' ",95
2013 ,"'Group C Biological Sciences' ","'20' ","'Adjustment' ",5
2013 ,"'Group C Biological Sciences' ","'20' ","'Main scheme Clearing' ",275
2013 ,"'Group C Biological Sciences' ","'20' ","'Direct Clearing' ",195
2013 ,"'Group C Biological Sciences' ","'20' ","'RPA' ",170
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Firm choice' ",4150
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Insurance choice' ",150
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Other main scheme choice' ",425
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Extra' ",195
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Adjustment' ",5
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Main scheme Clearing' ",475
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'Direct Clearing' ",505
2013 ,"'Group C Biological Sciences' ","'21 and over' ","'RPA' ",645
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Firm choice' ",40
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Insurance choice' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Main scheme Clearing' ",10
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Direct Clearing' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'RPA' ",15
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Firm choice' ",2320
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Insurance choice' ",190
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Other main scheme choice' ",45
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Extra' ",40
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Main scheme Clearing' ",200
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Direct Clearing' ",50
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'RPA' ",30
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Firm choice' ",1025
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Insurance choice' ",45
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Other main scheme choice' ",40
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Extra' ",20
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Main scheme Clearing' ",85
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Direct Clearing' ",55
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'RPA' ",30
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Firm choice' ",450
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Insurance choice' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Other main scheme choice' ",50
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Extra' ",5
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Main scheme Clearing' ",25
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Direct Clearing' ",35
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'RPA' ",35
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Firm choice' ",1025
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Insurance choice' ",20
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Other main scheme choice' ",135
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Extra' ",10
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Main scheme Clearing' ",45
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Direct Clearing' ",155
2013 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'RPA' ",200
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Firm choice' ",175
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Insurance choice' ",20
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Other main scheme choice' ",5
2013 ,"'Group F Physical Sciences' ","'17 and under' ","'Main scheme Clearing' ",15
2013 ,"'Group F Physical Sciences' ","'18' ","'Firm choice' ",10120
2013 ,"'Group F Physical Sciences' ","'18' ","'Insurance choice' ",1725
2013 ,"'Group F Physical Sciences' ","'18' ","'Other main scheme choice' ",30
2013 ,"'Group F Physical Sciences' ","'18' ","'Extra' ",95
2013 ,"'Group F Physical Sciences' ","'18' ","'Adjustment' ",40
2013 ,"'Group F Physical Sciences' ","'18' ","'Main scheme Clearing' ",1150
2013 ,"'Group F Physical Sciences' ","'18' ","'Direct Clearing' ",40
2013 ,"'Group F Physical Sciences' ","'18' ","'RPA' ",40
2013 ,"'Group F Physical Sciences' ","'19' ","'Firm choice' ",2495
2013 ,"'Group F Physical Sciences' ","'19' ","'Insurance choice' ",350
2013 ,"'Group F Physical Sciences' ","'19' ","'Other main scheme choice' ",60
2013 ,"'Group F Physical Sciences' ","'19' ","'Extra' ",50
2013 ,"'Group F Physical Sciences' ","'19' ","'Adjustment' ",5
2013 ,"'Group F Physical Sciences' ","'19' ","'Main scheme Clearing' ",345
2013 ,"'Group F Physical Sciences' ","'19' ","'Direct Clearing' ",65
2013 ,"'Group F Physical Sciences' ","'19' ","'RPA' ",50
2013 ,"'Group F Physical Sciences' ","'20' ","'Firm choice' ",565
2013 ,"'Group F Physical Sciences' ","'20' ","'Insurance choice' ",40
2013 ,"'Group F Physical Sciences' ","'20' ","'Other main scheme choice' ",30
2013 ,"'Group F Physical Sciences' ","'20' ","'Extra' ",15
2013 ,"'Group F Physical Sciences' ","'20' ","'Main scheme Clearing' ",55
2013 ,"'Group F Physical Sciences' ","'20' ","'Direct Clearing' ",60
2013 ,"'Group F Physical Sciences' ","'20' ","'RPA' ",55
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Firm choice' ",1080
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Insurance choice' ",55
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Other main scheme choice' ",115
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Extra' ",25
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Main scheme Clearing' ",100
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'Direct Clearing' ",140
2013 ,"'Group F Physical Sciences' ","'21 and over' ","'RPA' ",110
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Firm choice' ",105
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Insurance choice' ",20
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Main scheme Clearing' ",10
2013 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Direct Clearing' ",5
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Firm choice' ",4220
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Insurance choice' ",935
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Other main scheme choice' ",10
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Extra' ",35
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Adjustment' ",35
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Main scheme Clearing' ",545
2013 ,"'Group G Mathematical Sciences' ","'18' ","'Direct Clearing' ",20
2013 ,"'Group G Mathematical Sciences' ","'18' ","'RPA' ",10
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Firm choice' ",1030
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Insurance choice' ",210
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Other main scheme choice' ",30
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Extra' ",20
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Adjustment' ",5
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Main scheme Clearing' ",180
2013 ,"'Group G Mathematical Sciences' ","'19' ","'Direct Clearing' ",40
2013 ,"'Group G Mathematical Sciences' ","'19' ","'RPA' ",20
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Firm choice' ",315
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Insurance choice' ",40
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Other main scheme choice' ",25
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Extra' ",5
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Main scheme Clearing' ",40
2013 ,"'Group G Mathematical Sciences' ","'20' ","'Direct Clearing' ",30
2013 ,"'Group G Mathematical Sciences' ","'20' ","'RPA' ",20
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Firm choice' ",320
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Insurance choice' ",25
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Other main scheme choice' ",35
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Extra' ",5
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Main scheme Clearing' ",40
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Direct Clearing' ",50
2013 ,"'Group G Mathematical Sciences' ","'21 and over' ","'RPA' ",40
2013 ,"'Group H Engineering' ","'17 and under' ","'Firm choice' ",455
2013 ,"'Group H Engineering' ","'17 and under' ","'Insurance choice' ",55
2013 ,"'Group H Engineering' ","'17 and under' ","'Other main scheme choice' ",50
2013 ,"'Group H Engineering' ","'17 and under' ","'Extra' ",5
2013 ,"'Group H Engineering' ","'17 and under' ","'Main scheme Clearing' ",70
2013 ,"'Group H Engineering' ","'17 and under' ","'Direct Clearing' ",10
2013 ,"'Group H Engineering' ","'17 and under' ","'RPA' ",40
2013 ,"'Group H Engineering' ","'18' ","'Firm choice' ",9960
2013 ,"'Group H Engineering' ","'18' ","'Insurance choice' ",1775
2013 ,"'Group H Engineering' ","'18' ","'Other main scheme choice' ",150
2013 ,"'Group H Engineering' ","'18' ","'Extra' ",125
2013 ,"'Group H Engineering' ","'18' ","'Adjustment' ",25
2013 ,"'Group H Engineering' ","'18' ","'Main scheme Clearing' ",1380
2013 ,"'Group H Engineering' ","'18' ","'Direct Clearing' ",100
2013 ,"'Group H Engineering' ","'18' ","'RPA' ",145
2013 ,"'Group H Engineering' ","'19' ","'Firm choice' ",3655
2013 ,"'Group H Engineering' ","'19' ","'Insurance choice' ",525
2013 ,"'Group H Engineering' ","'19' ","'Other main scheme choice' ",160
2013 ,"'Group H Engineering' ","'19' ","'Extra' ",80
2013 ,"'Group H Engineering' ","'19' ","'Adjustment' ",15
2013 ,"'Group H Engineering' ","'19' ","'Main scheme Clearing' ",700
2013 ,"'Group H Engineering' ","'19' ","'Direct Clearing' ",165
2013 ,"'Group H Engineering' ","'19' ","'RPA' ",240
2013 ,"'Group H Engineering' ","'20' ","'Firm choice' ",1495
2013 ,"'Group H Engineering' ","'20' ","'Insurance choice' ",135
2013 ,"'Group H Engineering' ","'20' ","'Other main scheme choice' ",140
2013 ,"'Group H Engineering' ","'20' ","'Extra' ",25
2013 ,"'Group H Engineering' ","'20' ","'Adjustment' ",5
2013 ,"'Group H Engineering' ","'20' ","'Main scheme Clearing' ",200
2013 ,"'Group H Engineering' ","'20' ","'Direct Clearing' ",150
2013 ,"'Group H Engineering' ","'20' ","'RPA' ",280
2013 ,"'Group H Engineering' ","'21 and over' ","'Firm choice' ",2630
2013 ,"'Group H Engineering' ","'21 and over' ","'Insurance choice' ",145
2013 ,"'Group H Engineering' ","'21 and over' ","'Other main scheme choice' ",485
2013 ,"'Group H Engineering' ","'21 and over' ","'Extra' ",65
2013 ,"'Group H Engineering' ","'21 and over' ","'Adjustment' ",5
2013 ,"'Group H Engineering' ","'21 and over' ","'Main scheme Clearing' ",320
2013 ,"'Group H Engineering' ","'21 and over' ","'Direct Clearing' ",490
2013 ,"'Group H Engineering' ","'21 and over' ","'RPA' ",710
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Firm choice' ",115
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Insurance choice' ",15
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Other main scheme choice' ",10
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Main scheme Clearing' ",20
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'Direct Clearing' ",10
2013 ,"'Group I Computer Sciences' ","'17 and under' ","'RPA' ",30
2013 ,"'Group I Computer Sciences' ","'18' ","'Firm choice' ",7040
2013 ,"'Group I Computer Sciences' ","'18' ","'Insurance choice' ",965
2013 ,"'Group I Computer Sciences' ","'18' ","'Other main scheme choice' ",90
2013 ,"'Group I Computer Sciences' ","'18' ","'Extra' ",85
2013 ,"'Group I Computer Sciences' ","'18' ","'Adjustment' ",20
2013 ,"'Group I Computer Sciences' ","'18' ","'Main scheme Clearing' ",835
2013 ,"'Group I Computer Sciences' ","'18' ","'Direct Clearing' ",125
2013 ,"'Group I Computer Sciences' ","'18' ","'RPA' ",110
2013 ,"'Group I Computer Sciences' ","'19' ","'Firm choice' ",3455
2013 ,"'Group I Computer Sciences' ","'19' ","'Insurance choice' ",320
2013 ,"'Group I Computer Sciences' ","'19' ","'Other main scheme choice' ",150
2013 ,"'Group I Computer Sciences' ","'19' ","'Extra' ",55
2013 ,"'Group I Computer Sciences' ","'19' ","'Adjustment' ",10
2013 ,"'Group I Computer Sciences' ","'19' ","'Main scheme Clearing' ",460
2013 ,"'Group I Computer Sciences' ","'19' ","'Direct Clearing' ",180
2013 ,"'Group I Computer Sciences' ","'19' ","'RPA' ",155
2013 ,"'Group I Computer Sciences' ","'20' ","'Firm choice' ",1745
2013 ,"'Group I Computer Sciences' ","'20' ","'Insurance choice' ",90
2013 ,"'Group I Computer Sciences' ","'20' ","'Other main scheme choice' ",125
2013 ,"'Group I Computer Sciences' ","'20' ","'Extra' ",25
2013 ,"'Group I Computer Sciences' ","'20' ","'Adjustment' ",5
2013 ,"'Group I Computer Sciences' ","'20' ","'Main scheme Clearing' ",160
2013 ,"'Group I Computer Sciences' ","'20' ","'Direct Clearing' ",170
2013 ,"'Group I Computer Sciences' ","'20' ","'RPA' ",160
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Firm choice' ",2945
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Insurance choice' ",100
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Other main scheme choice' ",435
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Extra' ",50
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Main scheme Clearing' ",285
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'Direct Clearing' ",530
2013 ,"'Group I Computer Sciences' ","'21 and over' ","'RPA' ",635
2013 ,"'Group J Technologies' ","'17 and under' ","'Firm choice' ",15
2013 ,"'Group J Technologies' ","'17 and under' ","'Main scheme Clearing' ",5
2013 ,"'Group J Technologies' ","'18' ","'Firm choice' ",835
2013 ,"'Group J Technologies' ","'18' ","'Insurance choice' ",75
2013 ,"'Group J Technologies' ","'18' ","'Other main scheme choice' ",5
2013 ,"'Group J Technologies' ","'18' ","'Extra' ",10
2013 ,"'Group J Technologies' ","'18' ","'Main scheme Clearing' ",85
2013 ,"'Group J Technologies' ","'18' ","'Direct Clearing' ",10
2013 ,"'Group J Technologies' ","'18' ","'RPA' ",10
2013 ,"'Group J Technologies' ","'19' ","'Firm choice' ",465
2013 ,"'Group J Technologies' ","'19' ","'Insurance choice' ",35
2013 ,"'Group J Technologies' ","'19' ","'Other main scheme choice' ",20
2013 ,"'Group J Technologies' ","'19' ","'Extra' ",10
2013 ,"'Group J Technologies' ","'19' ","'Main scheme Clearing' ",40
2013 ,"'Group J Technologies' ","'19' ","'Direct Clearing' ",15
2013 ,"'Group J Technologies' ","'19' ","'RPA' ",20
2013 ,"'Group J Technologies' ","'20' ","'Firm choice' ",205
2013 ,"'Group J Technologies' ","'20' ","'Insurance choice' ",5
2013 ,"'Group J Technologies' ","'20' ","'Other main scheme choice' ",15
2013 ,"'Group J Technologies' ","'20' ","'Extra' ",5
2013 ,"'Group J Technologies' ","'20' ","'Main scheme Clearing' ",15
2013 ,"'Group J Technologies' ","'20' ","'Direct Clearing' ",20
2013 ,"'Group J Technologies' ","'20' ","'RPA' ",15
2013 ,"'Group J Technologies' ","'21 and over' ","'Firm choice' ",400
2013 ,"'Group J Technologies' ","'21 and over' ","'Insurance choice' ",10
2013 ,"'Group J Technologies' ","'21 and over' ","'Other main scheme choice' ",55
2013 ,"'Group J Technologies' ","'21 and over' ","'Extra' ",5
2013 ,"'Group J Technologies' ","'21 and over' ","'Main scheme Clearing' ",25
2013 ,"'Group J Technologies' ","'21 and over' ","'Direct Clearing' ",60
2013 ,"'Group J Technologies' ","'21 and over' ","'RPA' ",65
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Firm choice' ",75
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Insurance choice' ",10
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Other main scheme choice' ",5
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Main scheme Clearing' ",5
2013 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'RPA' ",5
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Firm choice' ",2590
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Insurance choice' ",320
2013 ,"'Group K Architecture, Building and Planning' ","'18' ","'Other main scheme choice' ",30
