"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_023_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",335
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Main scheme Clearing' ",795
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'Direct Clearing' ",130
2014 ,"'Group G Mathematical Sciences' ","'No disability declared' ","'RPA' ",50
2014 ,"'Group H Engineering' ","'Disability declared' ","'Firm choice' ",1100
2014 ,"'Group H Engineering' ","'Disability declared' ","'Insurance choice' ",170
2014 ,"'Group H Engineering' ","'Disability declared' ","'Other main scheme choice' ",40
2014 ,"'Group H Engineering' ","'Disability declared' ","'Extra' ",10
2014 ,"'Group H Engineering' ","'Disability declared' ","'Main scheme Clearing' ",165
2014 ,"'Group H Engineering' ","'Disability declared' ","'Direct Clearing' ",50
2014 ,"'Group H Engineering' ","'Disability declared' ","'RPA' ",60
2014 ,"'Group H Engineering' ","'No disability declared' ","'Firm choice' ",13325
2014 ,"'Group H Engineering' ","'No disability declared' ","'Insurance choice' ",2450
2014 ,"'Group H Engineering' ","'No disability declared' ","'Other main scheme choice' ",430
2014 ,"'Group H Engineering' ","'No disability declared' ","'Extra' ",190
2014 ,"'Group H Engineering' ","'No disability declared' ","'Adjustment' ",40
2014 ,"'Group H Engineering' ","'No disability declared' ","'Main scheme Clearing' ",2600
2014 ,"'Group H Engineering' ","'No disability declared' ","'Direct Clearing' ",685
2014 ,"'Group H Engineering' ","'No disability declared' ","'RPA' ",1000
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'Firm choice' ",1615
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'Insurance choice' ",105
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'Other main scheme choice' ",80
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'Extra' ",20
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'Main scheme Clearing' ",130
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",110
2014 ,"'Group I Computer Sciences' ","'Disability declared' ","'RPA' ",75
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Firm choice' ",13295
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Insurance choice' ",1470
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",590
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Extra' ",175
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Adjustment' ",35
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1680
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",805
2014 ,"'Group I Computer Sciences' ","'No disability declared' ","'RPA' ",835
2014 ,"'Group J Technologies' ","'Disability declared' ","'Firm choice' ",210
2014 ,"'Group J Technologies' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'Group J Technologies' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'Group J Technologies' ","'Disability declared' ","'Extra' ",5
2014 ,"'Group J Technologies' ","'Disability declared' ","'Main scheme Clearing' ",15
2014 ,"'Group J Technologies' ","'Disability declared' ","'Direct Clearing' ",10
2014 ,"'Group J Technologies' ","'Disability declared' ","'RPA' ",15
2014 ,"'Group J Technologies' ","'No disability declared' ","'Firm choice' ",1435
2014 ,"'Group J Technologies' ","'No disability declared' ","'Insurance choice' ",100
2014 ,"'Group J Technologies' ","'No disability declared' ","'Other main scheme choice' ",60
2014 ,"'Group J Technologies' ","'No disability declared' ","'Extra' ",15
2014 ,"'Group J Technologies' ","'No disability declared' ","'Main scheme Clearing' ",140
2014 ,"'Group J Technologies' ","'No disability declared' ","'Direct Clearing' ",50
2014 ,"'Group J Technologies' ","'No disability declared' ","'RPA' ",55
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Firm choice' ",370
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Insurance choice' ",25
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Other main scheme choice' ",20
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Extra' ",5
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Main scheme Clearing' ",35
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Direct Clearing' ",40
2014 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'RPA' ",20
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Firm choice' ",4035
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Insurance choice' ",365
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Other main scheme choice' ",175
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Extra' ",50
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Adjustment' ",10
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Main scheme Clearing' ",505
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Direct Clearing' ",265
2014 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'RPA' ",195
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Firm choice' ",2170
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Insurance choice' ",190
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Other main scheme choice' ",110
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Extra' ",70
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Main scheme Clearing' ",305
2014 ,"'Group L Social Studies' ","'Disability declared' ","'Direct Clearing' ",125
2014 ,"'Group L Social Studies' ","'Disability declared' ","'RPA' ",135
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Firm choice' ",23440
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Insurance choice' ",2705
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Other main scheme choice' ",980
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Extra' ",720
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Adjustment' ",135
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Main scheme Clearing' ",4165
2014 ,"'Group L Social Studies' ","'No disability declared' ","'Direct Clearing' ",960
2014 ,"'Group L Social Studies' ","'No disability declared' ","'RPA' ",1465
2014 ,"'Group M Law' ","'Disability declared' ","'Firm choice' ",755
2014 ,"'Group M Law' ","'Disability declared' ","'Insurance choice' ",100
2014 ,"'Group M Law' ","'Disability declared' ","'Other main scheme choice' ",40
2014 ,"'Group M Law' ","'Disability declared' ","'Extra' ",20
2014 ,"'Group M Law' ","'Disability declared' ","'Adjustment' ",5
2014 ,"'Group M Law' ","'Disability declared' ","'Main scheme Clearing' ",120
2014 ,"'Group M Law' ","'Disability declared' ","'Direct Clearing' ",45
2014 ,"'Group M Law' ","'Disability declared' ","'RPA' ",55
2014 ,"'Group M Law' ","'No disability declared' ","'Firm choice' ",11715
2014 ,"'Group M Law' ","'No disability declared' ","'Insurance choice' ",1755
2014 ,"'Group M Law' ","'No disability declared' ","'Other main scheme choice' ",315
2014 ,"'Group M Law' ","'No disability declared' ","'Extra' ",215
2014 ,"'Group M Law' ","'No disability declared' ","'Adjustment' ",90
2014 ,"'Group M Law' ","'No disability declared' ","'Main scheme Clearing' ",2230
2014 ,"'Group M Law' ","'No disability declared' ","'Direct Clearing' ",620
2014 ,"'Group M Law' ","'No disability declared' ","'RPA' ",615
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Firm choice' ",2090
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Insurance choice' ",205
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Other main scheme choice' ",90
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Extra' ",25
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Adjustment' ",10
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Main scheme Clearing' ",325
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Direct Clearing' ",160
2014 ,"'Group N Business and Admin studies' ","'Disability declared' ","'RPA' ",180
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Firm choice' ",30430
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Insurance choice' ",3635
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Other main scheme choice' ",1245
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Extra' ",555
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Adjustment' ",145
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Main scheme Clearing' ",5365
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Direct Clearing' ",2325
2014 ,"'Group N Business and Admin studies' ","'No disability declared' ","'RPA' ",3350
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Firm choice' ",855
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Insurance choice' ",55
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Other main scheme choice' ",35
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Extra' ",10
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Main scheme Clearing' ",85
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Direct Clearing' ",40
2014 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'RPA' ",45
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Firm choice' ",7620
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Insurance choice' ",625
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Other main scheme choice' ",250
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Extra' ",110
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Adjustment' ",20
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Main scheme Clearing' ",735
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Direct Clearing' ",265
2014 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'RPA' ",295
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Firm choice' ",710
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Insurance choice' ",80
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Other main scheme choice' ",20
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Extra' ",10
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Adjustment' ",10
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Main scheme Clearing' ",75
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Direct Clearing' ",20
2014 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'RPA' ",10
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Firm choice' ",8235
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Insurance choice' ",905
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Other main scheme choice' ",135
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Extra' ",75
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Adjustment' ",55
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Main scheme Clearing' ",930
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Direct Clearing' ",180
2014 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'RPA' ",145
2014 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",145
2014 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",10
2014 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",20
2014 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Direct Clearing' ",5
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",2605
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",275
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",25
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Extra' ",15
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Adjustment' ",10
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Main scheme Clearing' ",245
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Direct Clearing' ",25
2014 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'RPA' ",20
2014 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",80
2014 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Other main scheme choice' ",5
2014 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",10
