"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_011_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7625
2013 ,"'Group M Law' ","'UK' ","'Extra' ",250
2013 ,"'Group M Law' ","'UK' ","'Adjustment' ",95
2013 ,"'Group M Law' ","'UK' ","'Main scheme Clearing' ",2145
2013 ,"'Group M Law' ","'UK' ","'Direct Clearing' ",760
2013 ,"'Group M Law' ","'UK' ","'RPA' ",500
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Firm choice' ",880
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Insurance choice' ",140
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Other main scheme choice' ",75
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Extra' ",20
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Adjustment' ",5
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Main scheme Clearing' ",75
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2013 ,"'Group M Law' ","'EU (excluding UK)' ","'RPA' ",25
2013 ,"'Group M Law' ","'Not EU' ","'Firm choice' ",2465
2013 ,"'Group M Law' ","'Not EU' ","'Insurance choice' ",300
2013 ,"'Group M Law' ","'Not EU' ","'Other main scheme choice' ",355
2013 ,"'Group M Law' ","'Not EU' ","'Extra' ",50
2013 ,"'Group M Law' ","'Not EU' ","'Adjustment' ",10
2013 ,"'Group M Law' ","'Not EU' ","'Main scheme Clearing' ",265
2013 ,"'Group M Law' ","'Not EU' ","'Direct Clearing' ",65
2013 ,"'Group M Law' ","'Not EU' ","'RPA' ",190
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Firm choice' ",32095
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Insurance choice' ",3575
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Other main scheme choice' ",1340
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Extra' ",590
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Adjustment' ",130
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Main scheme Clearing' ",4975
2013 ,"'Group N Business and Admin studies' ","'UK' ","'Direct Clearing' ",2325
2013 ,"'Group N Business and Admin studies' ","'UK' ","'RPA' ",2610
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Firm choice' ",3210
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Insurance choice' ",360
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",230
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Extra' ",55
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Adjustment' ",5
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",240
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'Direct Clearing' ",85
2013 ,"'Group N Business and Admin studies' ","'EU (excluding UK)' ","'RPA' ",300
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Firm choice' ",4710
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Insurance choice' ",905
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Other main scheme choice' ",620
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Extra' ",100
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Adjustment' ",15
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Main scheme Clearing' ",820
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'Direct Clearing' ",120
2013 ,"'Group N Business and Admin studies' ","'Not EU' ","'RPA' ",1570
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Firm choice' ",7975
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Insurance choice' ",590
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Other main scheme choice' ",275
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Extra' ",105
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Adjustment' ",15
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Main scheme Clearing' ",730
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'Direct Clearing' ",375
2013 ,"'Group P Mass Communication and Documentation' ","'UK' ","'RPA' ",275
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Firm choice' ",610
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Insurance choice' ",40
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Other main scheme choice' ",55
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Extra' ",5
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'Direct Clearing' ",20
2013 ,"'Group P Mass Communication and Documentation' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Firm choice' ",445
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Insurance choice' ",40
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Other main scheme choice' ",60
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Extra' ",10
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Main scheme Clearing' ",50
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'Direct Clearing' ",15
2013 ,"'Group P Mass Communication and Documentation' ","'Not EU' ","'RPA' ",120
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Firm choice' ",9280
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Insurance choice' ",820
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Other main scheme choice' ",140
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Extra' ",105
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Adjustment' ",55
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Main scheme Clearing' ",825
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'Direct Clearing' ",190
2013 ,"'Group Q Linguistics, Classics and related' ","'UK' ","'RPA' ",145
2013 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Firm choice' ",350
2013 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Insurance choice' ",25
2013 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",25
2013 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Extra' ",5
2013 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2013 ,"'Group Q Linguistics, Classics and related' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Firm choice' ",325
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Insurance choice' ",25
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Other main scheme choice' ",40
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Extra' ",5
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Main scheme Clearing' ",25
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'Direct Clearing' ",10
2013 ,"'Group Q Linguistics, Classics and related' ","'Not EU' ","'RPA' ",40
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Firm choice' ",2945
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Insurance choice' ",295
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Other main scheme choice' ",35
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Extra' ",15
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Adjustment' ",10
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",260
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'Direct Clearing' ",35
2013 ,"'Group R European Languages, Literature and related' ","'UK' ","'RPA' ",25
2013 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Firm choice' ",235
2013 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Insurance choice' ",10
2013 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2013 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Extra' ",5
2013 ,"'Group R European Languages, Literature and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2013 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Firm choice' ",90
2013 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Insurance choice' ",5
2013 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Other main scheme choice' ",5
2013 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'Main scheme Clearing' ",5
2013 ,"'Group R European Languages, Literature and related' ","'Not EU' ","'RPA' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Firm choice' ",880
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Insurance choice' ",65
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Other main scheme choice' ",20
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Extra' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",110
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Direct Clearing' ",25
2013 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'RPA' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Firm choice' ",55
2013 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Insurance choice' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Firm choice' ",45
2013 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Other main scheme choice' ",5
2013 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Main scheme Clearing' ",10
2013 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'RPA' ",5
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Firm choice' ",11015
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Insurance choice' ",1215
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Other main scheme choice' ",195
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Extra' ",120
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Adjustment' ",60
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Main scheme Clearing' ",1010
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'Direct Clearing' ",285
2013 ,"'Group V History and Philosophical studies' ","'UK' ","'RPA' ",155
2013 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Firm choice' ",270
2013 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Insurance choice' ",30
2013 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2013 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Extra' ",5
2013 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2013 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Firm choice' ",380
2013 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Insurance choice' ",40
2013 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Other main scheme choice' ",35
2013 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Extra' ",5
2013 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Main scheme Clearing' ",30
2013 ,"'Group V History and Philosophical studies' ","'Not EU' ","'RPA' ",40
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Firm choice' ",38190
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Insurance choice' ",945
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Other main scheme choice' ",1560
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Extra' ",640
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Adjustment' ",35
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Main scheme Clearing' ",2250
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'Direct Clearing' ",1445
2013 ,"'Group W Creative Arts and Design' ","'UK' ","'RPA' ",2185
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Firm choice' ",1805
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Insurance choice' ",45
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Other main scheme choice' ",150
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Extra' ",30
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Main scheme Clearing' ",125
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Direct Clearing' ",65
2013 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'RPA' ",70
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Firm choice' ",1600
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Insurance choice' ",60
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Other main scheme choice' ",175
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Extra' ",15
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Main scheme Clearing' ",105
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Direct Clearing' ",30
2013 ,"'Group W Creative Arts and Design' ","'Not EU' ","'RPA' ",120
2013 ,"'Group X Education' ","'UK' ","'Firm choice' ",13025
2013 ,"'Group X Education' ","'UK' ","'Insurance choice' ",565
2013 ,"'Group X Education' ","'UK' ","'Other main scheme choice' ",570
2013 ,"'Group X Education' ","'UK' ","'Extra' ",385
2013 ,"'Group X Education' ","'UK' ","'Adjustment' ",10
2013 ,"'Group X Education' ","'UK' ","'Main scheme Clearing' ",1360
2013 ,"'Group X Education' ","'UK' ","'Direct Clearing' ",790
2013 ,"'Group X Education' ","'UK' ","'RPA' ",895
2013 ,"'Group X Education' ","'EU (excluding UK)' ","'Firm choice' ",65
2013 ,"'Group X Education' ","'EU (excluding UK)' ","'Insurance choice' ",5
2013 ,"'Group X Education' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2013 ,"'Group X Education' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2013 ,"'Group X Education' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2013 ,"'Group X Education' ","'EU (excluding UK)' ","'RPA' ",5
2013 ,"'Group X Education' ","'Not EU' ","'Firm choice' ",100
2013 ,"'Group X Education' ","'Not EU' ","'Insurance choice' ",10
2013 ,"'Group X Education' ","'Not EU' ","'Other main scheme choice' ",15
2013 ,"'Group X Education' ","'Not EU' ","'Extra' ",5
2013 ,"'Group X Education' ","'Not EU' ","'Main scheme Clearing' ",10
2013 ,"'Group X Education' ","'Not EU' ","'Direct Clearing' ",10
2013 ,"'Group X Education' ","'Not EU' ","'RPA' ",5
2013 ,"'Y Combined arts' ","'UK' ","'Firm choice' ",7955
2013 ,"'Y Combined arts' ","'UK' ","'Insurance choice' ",630
2013 ,"'Y Combined arts' ","'UK' ","'Other main scheme choice' ",180
2013 ,"'Y Combined arts' ","'UK' ","'Extra' ",120
2013 ,"'Y Combined arts' ","'UK' ","'Adjustment' ",35
2013 ,"'Y Combined arts' ","'UK' ","'Main scheme Clearing' ",720
2013 ,"'Y Combined arts' ","'UK' ","'Direct Clearing' ",235
2013 ,"'Y Combined arts' ","'UK' ","'RPA' ",165
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Firm choice' ",405
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Insurance choice' ",30
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",20
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Extra' ",10
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2013 ,"'Y Combined arts' ","'EU (excluding UK)' ","'RPA' ",10
2013 ,"'Y Combined arts' ","'Not EU' ","'Firm choice' ",290
2013 ,"'Y Combined arts' ","'Not EU' ","'Insurance choice' ",15
2013 ,"'Y Combined arts' ","'Not EU' ","'Other main scheme choice' ",30
2013 ,"'Y Combined arts' ","'Not EU' ","'Main scheme Clearing' ",15
2013 ,"'Y Combined arts' ","'Not EU' ","'Direct Clearing' ",10
2013 ,"'Y Combined arts' ","'Not EU' ","'RPA' ",20
2013 ,"'Y Combined sciences' ","'UK' ","'Firm choice' ",5245
2013 ,"'Y Combined sciences' ","'UK' ","'Insurance choice' ",495
2013 ,"'Y Combined sciences' ","'UK' ","'Other main scheme choice' ",180
2013 ,"'Y Combined sciences' ","'UK' ","'Extra' ",180
2013 ,"'Y Combined sciences' ","'UK' ","'Adjustment' ",20
2013 ,"'Y Combined sciences' ","'UK' ","'Main scheme Clearing' ",795
2013 ,"'Y Combined sciences' ","'UK' ","'Direct Clearing' ",220
2013 ,"'Y Combined sciences' ","'UK' ","'RPA' ",260
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Firm choice' ",350
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Insurance choice' ",25
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Extra' ",10
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",30
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2013 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'RPA' ",10
2013 ,"'Y Combined sciences' ","'Not EU' ","'Firm choice' ",360
2013 ,"'Y Combined sciences' ","'Not EU' ","'Insurance choice' ",55
2013 ,"'Y Combined sciences' ","'Not EU' ","'Other main scheme choice' ",40
2013 ,"'Y Combined sciences' ","'Not EU' ","'Extra' ",5
2013 ,"'Y Combined sciences' ","'Not EU' ","'Main scheme Clearing' ",35
2013 ,"'Y Combined sciences' ","'Not EU' ","'Direct Clearing' ",5
2013 ,"'Y Combined sciences' ","'Not EU' ","'RPA' ",30
2013 ,"'Y Combined social sciences' ","'UK' ","'Firm choice' ",2860
2013 ,"'Y Combined social sciences' ","'UK' ","'Insurance choice' ",310
2013 ,"'Y Combined social sciences' ","'UK' ","'Other main scheme choice' ",75
2013 ,"'Y Combined social sciences' ","'UK' ","'Extra' ",60
2013 ,"'Y Combined social sciences' ","'UK' ","'Adjustment' ",35
2013 ,"'Y Combined social sciences' ","'UK' ","'Main scheme Clearing' ",560
2013 ,"'Y Combined social sciences' ","'UK' ","'Direct Clearing' ",80
2013 ,"'Y Combined social sciences' ","'UK' ","'RPA' ",115
2013 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Firm choice' ",220
2013 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Insurance choice' ",40
2013 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
