"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_021_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'North East' ","'Firm choice' ",210
2011 ,"'Group V History and Philosophical studies' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'Firm choice' ",1735
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'Insurance choice' ",50
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'Other main scheme choice' ",65
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'Extra' ",35
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'Main scheme Clearing' ",125
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'Direct Clearing' ",50
2011 ,"'Group W Creative Arts and Design' ","'North East' ","'RPA' ",15
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'Firm choice' ",3485
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'Insurance choice' ",110
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",85
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'Extra' ",85
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",185
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'Direct Clearing' ",55
2011 ,"'Group W Creative Arts and Design' ","'Yorkshire and The Humber' ","'RPA' ",55
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Firm choice' ",4665
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Insurance choice' ",135
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Other main scheme choice' ",185
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Extra' ",120
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Adjustment' ",5
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Main scheme Clearing' ",290
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'Direct Clearing' ",65
2011 ,"'Group W Creative Arts and Design' ","'North West' ","'RPA' ",120
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'Firm choice' ",2830
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'Insurance choice' ",100
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'Other main scheme choice' ",90
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'Extra' ",65
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'Main scheme Clearing' ",155
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'Direct Clearing' ",30
2011 ,"'Group W Creative Arts and Design' ","'East Midlands' ","'RPA' ",40
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'Firm choice' ",3535
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'Insurance choice' ",110
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'Other main scheme choice' ",135
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'Extra' ",110
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'Main scheme Clearing' ",240
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'Direct Clearing' ",75
2011 ,"'Group W Creative Arts and Design' ","'West Midlands' ","'RPA' ",100
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Firm choice' ",4100
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Insurance choice' ",160
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Other main scheme choice' ",110
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Extra' ",110
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Adjustment' ",5
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Main scheme Clearing' ",260
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'Direct Clearing' ",65
2011 ,"'Group W Creative Arts and Design' ","'East of England' ","'RPA' ",90
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Firm choice' ",5230
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Insurance choice' ",200
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Other main scheme choice' ",265
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Extra' ",215
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Adjustment' ",5
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Main scheme Clearing' ",615
2011 ,"'Group W Creative Arts and Design' ","'London' ","'Direct Clearing' ",155
2011 ,"'Group W Creative Arts and Design' ","'London' ","'RPA' ",135
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Firm choice' ",6600
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Insurance choice' ",190
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Other main scheme choice' ",215
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Extra' ",155
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Adjustment' ",5
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Main scheme Clearing' ",320
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'Direct Clearing' ",110
2011 ,"'Group W Creative Arts and Design' ","'South East' ","'RPA' ",75
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'Firm choice' ",3960
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'Insurance choice' ",95
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'Other main scheme choice' ",100
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'Extra' ",120
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'Main scheme Clearing' ",165
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'Direct Clearing' ",80
2011 ,"'Group W Creative Arts and Design' ","'South West' ","'RPA' ",45
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'Firm choice' ",1660
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'Insurance choice' ",40
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'Other main scheme choice' ",55
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'Extra' ",45
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'Main scheme Clearing' ",90
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'Direct Clearing' ",40
2011 ,"'Group W Creative Arts and Design' ","'Wales' ","'RPA' ",50
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Firm choice' ",1895
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Insurance choice' ",35
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Other main scheme choice' ",45
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Extra' ",20
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Main scheme Clearing' ",65
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'Direct Clearing' ",10
2011 ,"'Group W Creative Arts and Design' ","'Scotland' ","'RPA' ",290
2011 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Firm choice' ",810
2011 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Insurance choice' ",45
2011 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Other main scheme choice' ",10
2011 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Extra' ",20
2011 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'Main scheme Clearing' ",40
2011 ,"'Group W Creative Arts and Design' ","'Northern Ireland' ","'RPA' ",5
2011 ,"'Group X Education' ","'North East' ","'Firm choice' ",555
2011 ,"'Group X Education' ","'North East' ","'Insurance choice' ",40
2011 ,"'Group X Education' ","'North East' ","'Extra' ",5
2011 ,"'Group X Education' ","'North East' ","'Main scheme Clearing' ",40
2011 ,"'Group X Education' ","'North East' ","'Direct Clearing' ",10
2011 ,"'Group X Education' ","'North East' ","'RPA' ",5
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'Firm choice' ",1190
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'Insurance choice' ",45
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",25
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'Extra' ",70
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",80
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'Direct Clearing' ",25
2011 ,"'Group X Education' ","'Yorkshire and The Humber' ","'RPA' ",25
2011 ,"'Group X Education' ","'North West' ","'Firm choice' ",1840
2011 ,"'Group X Education' ","'North West' ","'Insurance choice' ",75
2011 ,"'Group X Education' ","'North West' ","'Other main scheme choice' ",65
2011 ,"'Group X Education' ","'North West' ","'Extra' ",85
2011 ,"'Group X Education' ","'North West' ","'Main scheme Clearing' ",120
2011 ,"'Group X Education' ","'North West' ","'Direct Clearing' ",25
2011 ,"'Group X Education' ","'North West' ","'RPA' ",50
2011 ,"'Group X Education' ","'East Midlands' ","'Firm choice' ",1025
2011 ,"'Group X Education' ","'East Midlands' ","'Insurance choice' ",45
2011 ,"'Group X Education' ","'East Midlands' ","'Other main scheme choice' ",20
2011 ,"'Group X Education' ","'East Midlands' ","'Extra' ",35
2011 ,"'Group X Education' ","'East Midlands' ","'Main scheme Clearing' ",85
2011 ,"'Group X Education' ","'East Midlands' ","'Direct Clearing' ",10
2011 ,"'Group X Education' ","'East Midlands' ","'RPA' ",10
2011 ,"'Group X Education' ","'West Midlands' ","'Firm choice' ",1230
2011 ,"'Group X Education' ","'West Midlands' ","'Insurance choice' ",75
2011 ,"'Group X Education' ","'West Midlands' ","'Other main scheme choice' ",55
2011 ,"'Group X Education' ","'West Midlands' ","'Extra' ",50
2011 ,"'Group X Education' ","'West Midlands' ","'Main scheme Clearing' ",105
2011 ,"'Group X Education' ","'West Midlands' ","'Direct Clearing' ",25
2011 ,"'Group X Education' ","'West Midlands' ","'RPA' ",50
2011 ,"'Group X Education' ","'East of England' ","'Firm choice' ",1085
2011 ,"'Group X Education' ","'East of England' ","'Insurance choice' ",45
2011 ,"'Group X Education' ","'East of England' ","'Other main scheme choice' ",60
2011 ,"'Group X Education' ","'East of England' ","'Extra' ",40
2011 ,"'Group X Education' ","'East of England' ","'Main scheme Clearing' ",100
2011 ,"'Group X Education' ","'East of England' ","'Direct Clearing' ",30
2011 ,"'Group X Education' ","'East of England' ","'RPA' ",55
2011 ,"'Group X Education' ","'London' ","'Firm choice' ",1350
2011 ,"'Group X Education' ","'London' ","'Insurance choice' ",80
2011 ,"'Group X Education' ","'London' ","'Other main scheme choice' ",140
2011 ,"'Group X Education' ","'London' ","'Extra' ",90
2011 ,"'Group X Education' ","'London' ","'Main scheme Clearing' ",320
2011 ,"'Group X Education' ","'London' ","'Direct Clearing' ",90
2011 ,"'Group X Education' ","'London' ","'RPA' ",120
2011 ,"'Group X Education' ","'South East' ","'Firm choice' ",1380
2011 ,"'Group X Education' ","'South East' ","'Insurance choice' ",50
2011 ,"'Group X Education' ","'South East' ","'Other main scheme choice' ",80
2011 ,"'Group X Education' ","'South East' ","'Extra' ",35
2011 ,"'Group X Education' ","'South East' ","'Main scheme Clearing' ",110
2011 ,"'Group X Education' ","'South East' ","'Direct Clearing' ",25
2011 ,"'Group X Education' ","'South East' ","'RPA' ",80
2011 ,"'Group X Education' ","'South West' ","'Firm choice' ",1310
2011 ,"'Group X Education' ","'South West' ","'Insurance choice' ",50
2011 ,"'Group X Education' ","'South West' ","'Other main scheme choice' ",110
2011 ,"'Group X Education' ","'South West' ","'Extra' ",40
2011 ,"'Group X Education' ","'South West' ","'Main scheme Clearing' ",95
2011 ,"'Group X Education' ","'South West' ","'Direct Clearing' ",55
2011 ,"'Group X Education' ","'South West' ","'RPA' ",100
2011 ,"'Group X Education' ","'Wales' ","'Firm choice' ",835
2011 ,"'Group X Education' ","'Wales' ","'Insurance choice' ",25
2011 ,"'Group X Education' ","'Wales' ","'Other main scheme choice' ",25
2011 ,"'Group X Education' ","'Wales' ","'Extra' ",20
2011 ,"'Group X Education' ","'Wales' ","'Main scheme Clearing' ",70
2011 ,"'Group X Education' ","'Wales' ","'Direct Clearing' ",20
2011 ,"'Group X Education' ","'Wales' ","'RPA' ",55
2011 ,"'Group X Education' ","'Scotland' ","'Firm choice' ",740
2011 ,"'Group X Education' ","'Scotland' ","'Insurance choice' ",20
2011 ,"'Group X Education' ","'Scotland' ","'Other main scheme choice' ",10
2011 ,"'Group X Education' ","'Scotland' ","'Extra' ",10
2011 ,"'Group X Education' ","'Scotland' ","'Main scheme Clearing' ",35
2011 ,"'Group X Education' ","'Scotland' ","'RPA' ",130
2011 ,"'Group X Education' ","'Northern Ireland' ","'Firm choice' ",300
2011 ,"'Group X Education' ","'Northern Ireland' ","'Insurance choice' ",35
2011 ,"'Group X Education' ","'Northern Ireland' ","'Extra' ",5
2011 ,"'Group X Education' ","'Northern Ireland' ","'Adjustment' ",5
2011 ,"'Group X Education' ","'Northern Ireland' ","'Main scheme Clearing' ",40
2011 ,"'Group X Education' ","'Northern Ireland' ","'Direct Clearing' ",5
2011 ,"'Y Combined arts' ","'North East' ","'Firm choice' ",315
2011 ,"'Y Combined arts' ","'North East' ","'Insurance choice' ",50
2011 ,"'Y Combined arts' ","'North East' ","'Other main scheme choice' ",5
2011 ,"'Y Combined arts' ","'North East' ","'Extra' ",5
2011 ,"'Y Combined arts' ","'North East' ","'Main scheme Clearing' ",25
2011 ,"'Y Combined arts' ","'North East' ","'Direct Clearing' ",5
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'Firm choice' ",735
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'Insurance choice' ",70
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",10
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'Extra' ",10
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",50
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'Direct Clearing' ",10
2011 ,"'Y Combined arts' ","'Yorkshire and The Humber' ","'RPA' ",5
2011 ,"'Y Combined arts' ","'North West' ","'Firm choice' ",1030
2011 ,"'Y Combined arts' ","'North West' ","'Insurance choice' ",115
2011 ,"'Y Combined arts' ","'North West' ","'Other main scheme choice' ",40
2011 ,"'Y Combined arts' ","'North West' ","'Extra' ",25
2011 ,"'Y Combined arts' ","'North West' ","'Adjustment' ",5
2011 ,"'Y Combined arts' ","'North West' ","'Main scheme Clearing' ",125
2011 ,"'Y Combined arts' ","'North West' ","'Direct Clearing' ",15
